Santa Monica College - Grade Distribution Spring 2014,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,,,4123,RICHARDS C R,10,1,1,1,,1,,1,3,18,
,,DANCE,35,3329,LEE J Y,1,1,,,,,,,,2,
,,DANCE,36,1695,LEE J Y,10,5,1,1,2,,1,,4,24,
,,DANCE,41,1696,AYBAY OWENS S,20,4,,1,,,,,7,32,
,,,,1697,BENDER M M,6,,2,2,,,,,8,18,
,,,,1698,JEAN C A,8,5,1,3,,,,,8,25,
,,,,1699,MCDONALD K E,8,4,3,4,,,,,4,23,
,,,,4124,WOLIN‐TUPAS R L,12,3,4,,,,,,6,25,
,,DANCE,42,1701,GREENE S M,11,2,,,,,,1,8,22,
,,,,1702,JORDAN A N,11,2,2,,,,,,5,20,
,,DANCE,43,3330,TOMASIC M T,,,1,1,,,,,2,4,
,,DANCE,44,1703,TOMASIC M T,4,1,1,1,5,,,,2,14,
,,DANCE,45,3331,MCDONALD K E,2,2,,,,,,,,4,
,,DANCE,46,1704,MCDONALD K E,12,5,,,,,,,1,18,
,,DANCE,55,1705,LEE J Y,17,9,,,,,,,2,28,
,,DANCE,57,4125,SUSILOWATI S,20,8,5,2,,,,,7,42,
,,DANCE,62,4126,WOLIN‐TUPAS R L,11,1,1,,,,,,2,15,
,,DANCE,63,4127,WOLIN‐TUPAS R L,6,2,1,,,,,,1,10,
,,DANCE,70,1706,LEE J Y,17,,,1,,,,,2,20,
,,,,1707,SUSILOWATI S,19,,1,,,,,,3,23,
,,DANCE,88,1708,DOUGLAS JUDITH G,10,,1,,,,,,1,12,
,,DANCE,88B,1709,DOUGLAS JUDITH G,7,1,,,,,,,,8,
Design Tech.,ET,ET,2,2177,KEESHEN J F,13,13,9,,,,,,2,37,
,,,,4195,KEESHEN J F,9,12,3,,,,,1,8,33,
,,ET,11,2178,ABODE JR P J,11,5,2,2,,,,,1,21,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 24 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,ET,ET,13,2179,JAVELOSA D A,7,8,1,5,,,,,2,23,
,,ET,15,2180,HUSSAIN W,,,,,,,,,7,7,
,,ET,18,2182,KLAUTKY E K,9,6,3,1,,,,,2,21,
,,,,2183,KEESHEN J F,10,13,2,,,,,,4,29,
,,ET,19A,2184,BROWN S S,13,5,,,,,,,5,23,
,,,,4196,DAVIS J A,3,6,2,,,,,,4,15,
,,ET,20,2185,DAVIS J A,7,9,,,,,,1,1,18,
,,ET,24,2186,FRIA C T,7,11,1,1,,,,,4,24,
,,,,4197,FRIA C T,9,7,3,2,,,,,3,24,
,,ET,24B,2187,SHUM J,6,4,5,,,,,,2,17,
,,,,4198,MAGNUSON B M,2,5,3,1,,1,,,3,15,
,,ET,25,4199,WILLIAMS V J,19,2,,1,,,,,2,24,
,,ET,25B,2188,CHOI Y,5,2,5,5,,,,,3,20,
,,ET,26,2189,DERAKHSHANI D,5,7,1,2,,3,,,3,21,
,,ET,30,2190,FRIA C T,14,7,2,,,,,,,23,
,,ET,31A,2191,LOUIE W B,12,5,2,1,2,1,,,3,26,
,,,,2192,LOUIE W B,13,1,1,1,,,,,6,22,
,,,,2193,LOUIE W B,10,3,2,1,,,,,4,20,
,,ET,31B,2194,LOUIE W B,5,3,,2,,,,,6,16,
,,,,2195,LOUIE W B,13,5,2,,,1,,,4,25,
,,ET,32,4200,UZAN D,4,9,1,6,,,,,3,23,
,,ET,33,4201,UZAN D,1,3,1,4,,,,,3,12,
,,ET,34,2196,ROTBLATT S J,10,3,2,3,,,,,3,21,
,,ET,37,2197,DUGANNE J A,10,2,1,5,,,,,2,20,
,,ET,38,2198,DUGANNE J A,17,1,1,2,,,,,2,23,
,,ET,39,2199,JAVELOSA D A,10,8,4,,,,,,5,27,
,,ET,40,2200,BEASLEY F,11,5,1,4,,,,,3,24,
,,ET,41,2201,BEASLEY F,6,5,,,,,,,7,18,
,,ET,42,2202,JAVELOSA D A,15,3,1,1,1,,,,2,23,
,,,,4203,JAVELOSA D A,10,5,1,2,2,,,,3,23,
,,ET,44,2203,JAVELOSA D A,9,5,2,4,1,,,,1,22,
,,ET,60,2204,LOUIE W B,6,3,1,1,,,,,2,13,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 25 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,ET,ET,61,2205,POIRIER N P,30,2,,2,,,,,3,37,
,,,,2206,WINFREY A M,13,5,3,5,,,,,3,29,
,,ET,64,4204,CAMPBELL R,,2,,2,,,,,7,11,
,,ET,72,2207,NAGEL J G,7,10,1,,,,,,4,22,
,,ET,80,4205,CAMPBELL R,1,,,,,,,,,1,
,,ET,88A,2208,FRIA C T,,1,,,,,,,,1,
,,ET,91,2213,KLAUTKY E K,8,4,5,1,,,,,4,22,
,,ET,92,4206,KAROL‐CROWTHER C I,15,2,4,,,,,,2,23,
,,ET,94,2214,BROWN S S,11,5,3,,,,,,8,27,
,GR DES,GR DES 18,,2298,ARMSTRONG R W,13,6,,1,,,,,4,24,
,,,,2299,ARMSTRONG R W,12,4,,4,,,,,2,22,
,,,,2300,HILL R L,6,5,5,1,4,,,,4,25,
,,,,2301,HILL R L,13,3,2,3,,,,,4,25,
,,GR DES 31,,2302,FISCHER K K,5,2,4,2,4,,,,6,23,
,,,,2303,DONON S G,6,3,,,,,,,10,19,
,,,,2304,WOOD S J,12,4,3,2,,,,,1,22,
,,GR DES 33,,2305,TANAKA BONITA R,15,3,,1,,,,,2,21,
,,,,4232,TANAKA BONITA R,11,1,3,2,,,,,3,20,
,,GR DES 34,,2306,LANCASTER W F,12,7,4,,,,,,2,25,
,,,,4233,LANCASTER W F,14,7,3,1,,,,,,25,
,,GR DES 35,,2307,GERDS D A,11,5,4,3,,,,,2,25,
,,,,2308,ROBINSON K C,5,3,4,1,2,,,,5,20,
,,,,2309,ROBINSON K C,6,6,2,3,,,,,7,24,
,,GR DES 38,,2310,BADUEL Z M,3,8,5,1,1,,,,6,24,
,,,,4234,BADUEL Z M,5,9,2,3,,,,,4,23,
,,GR DES 41,,2311,BADUEL Z M,6,9,2,,,,,,4,21,
,,,,4235,BADUEL Z M,8,8,2,,,,,,3,21,
,,GR DES 43,,2312,TANAKA BONITA R,16,4,,1,,,,,7,28,
,,GR DES 44,,2313,MAZZARA E,14,7,1,1,,,,,1,24,
,,GR DES 50,,4236,DONON S G,7,4,3,1,1,,,,5,21,
,,GR DES 51,,4237,WARREN L S,12,6,4,,,,,,4,26,
,,GR DES 54,,4238,MOODY J M,8,11,2,,,,,,5,26,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 26 of 85,,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,GR DES,GR DES 64,2314,LANCASTER W F,7,3,7,2,3,,,,,1,23
,,,2315,KASRA M,8,9,1,1,3,,,,,6,28
,,,4239,LANCASTER W F,8,7,2,1,1,,,,,5,24
,,GR DES 65,2317,MACGILLIVRAY I J,8,5,,,1,,,,,8,22
,,,2318,CAVANAUGH J Y,13,3,,,2,,,,,4,22
,,,2319,CAVANAUGH J Y,10,4,,,2,,,,,11,27
,,,4240,MACGILLIVRAY I J,7,3,2,,,,,,,9,21
,,GR DES 66,2320,CAVANAUGH J Y,7,6,3,,,,,,,4,20
,,,4241,CAVANAUGH J Y,11,3,,,4,,,,,4,22
,,GR DES 67,4242,CAVANAUGH J Y,18,4,,1,,,,,,4,27
,,GR DES 71,4243,HEATON W B,7,1,,1,5,,1,,,4,19
,,GR DES 75,4244,FISCHER M I,5,7,2,,2,,,,,4,20
,,GR DES 88A,2322,LANCASTER W F,1,,,,,,,,,,1
,,GR DES 90A,2323,LANCASTER W F,,,,,,,,,2,,2
,INTARC,INTARC 28,2419,ADAIR J S,3,11,3,1,2,,,,,1,21
,,INTARC 29,2420,CORDOVA S A,13,5,1,1,,,,,,4,24
,,INTARC 30,2421,HAO J Y,8,8,2,,1,,,,,7,26
,,,4254,HAO J Y,1,10,1,,2,,,,,10,24
,,INTARC 31,2422,HAO J Y,2,7,,,1,,,,,5,15
,,INTARC 32,2423,SOTO A J,11,2,5,2,1,,,,,5,26
,,,2424,MAGNO H R,12,9,,1,3,,,,,3,28
,,INTARC 34,2425,FRAULINO C,16,9,2,,1,,,,,2,30
,,INTARC 35,2426,JACOBS R E,7,6,,3,2,,,,,4,22
,,,2427,ROSE M L,6,1,1,,,,,,,8,16
,,INTARC 36,2428,NOONAN I,12,8,3,1,1,,,,,1,26
,,INTARC 38,2429,CORDOVA S A,21,3,1,,,,,,,1,26
,,INTARC 39,2430,SEIBERT V B,8,9,,1,3,,,,,10,31
,,INTARC 40,2431,HAO J Y,1,4,1,,,,1,,,2,9
,,INTARC 42,2432,NOONAN I,5,4,9,2,3,,,,,1,24
,,INTARC 44,2433,MAGNO H R,12,3,3,1,3,,,,,4,26
,,INTARC 45,2434,HAO J Y,2,2,,,,,1,,,,5
,,INTARC 57,4257,TOOKE J L,7,2,2,,,,,,,2,13
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 27 of 85,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,INTARC,INTARC 70,,4258,BRENTON J A,1,1,,1,,,,,2,5,
,,INTARC 90A,,2436,HAO J Y,,,,,,,,1,,1,
,,INTARC 90B,,2437,HAO J Y,,,,,,,,1,,1,
,,INTARC 90C,,2438,HAO J Y,,,,,,,1,2,1,4,
Disabl Stu Ctr,COUNS,COUNS,12,1572,DAIRE M J,7,1,,,,1,,,4,13,
,,COUNS,13,1573,RABINOW‐PALLEY L,5,1,1,2,,,,,,9,
,,COUNS,21,1611,CUTLER E J,,,,,2,,,8,,10,
,,COUNS,22,1612,CUTLER E J,,,,,1,,,2,,3,
,,COUNS,25,1613,CUTLER E J,,,,,,,,1,1,2,
,,COUNS,26,1614,CUTLER E J,,,,,1,,,3,,4,
,,COUNS,41,1615,ADAMS J,1,3,,,,1,,,2,7,
,,COUNS,51,1618,JOHNSON A H,,,,,,,1,13,1,15,
,,COUNS,52,1619,JOHNSON A H,,,,,,,1,4,2,7,
,,COUNS,54,1620,AXELROD L,,,,,,,,8,4,12,
,,COUNS,56,1621,AXELROD L,,,,,,,1,2,1,4,
,,COUNS,57,1622,TERUYA S,,,,,,,,4,1,5,
,,COUNS,58,1623,MARCOPULOS G E,,,,,,,,7,1,8,
,,,,1624,MARCOPULOS G E,,,,,,,,7,,7,
,,COUNS,59,1625,JOHNSON A H,,,,,,,,4,,4,
Earth Science,ANTHRO,ANTHRO,1,1095,HARADON C M,14,5,,,,,,,3,22,
,,,,1096,LEWIS B S,3,3,11,6,4,,,,21,48,
,,,,1097,GAULD S C,3,8,9,2,2,,,,7,31,
,,,,1098,DENMAN J F,11,9,16,1,,2,,1,6,46,
,,,,1099,LEWIS B S,7,3,6,7,11,,,,11,45,
,,,,1100,DENMAN J F,10,10,20,1,1,,,,4,46,
,,,,4011,SNYDER J K,3,11,3,2,1,,,,8,28,
,,,,4012,GAULD S C,5,4,8,3,3,,,1,9,33,
,,ANTHRO,2,1101,GREBLER G,26,10,3,3,1,,,,4,47,
,,,,1102,KOHPAHL G,8,9,2,1,3,,,,13,36,
,,,,1103,DENMAN J F,8,8,11,1,,,,,9,37,
,,,,1104,MINZENBERG E G,16,4,5,,,,,,1,26,
,,,,1105,STRAUSS E M,31,3,1,1,2,,,1,3,42,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 28 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Earth Science,ANTHRO,ANTHRO,2,1106,KOHPAHL G,8,12,10,2,6,,,1,7,46,
,,,,1107,ZANE W W,9,10,13,7,2,,,1,1,43,
,,,,4013,MINZENBERG E G,12,13,10,3,,,,,1,39,
,,,,4014,ZANE W W,7,10,10,1,2,2,,,7,39,
,,ANTHRO,3,1108,LEWIS B S,2,8,4,7,7,,,,8,36,
,,,,1109,LEWIS B S,7,11,8,2,3,,,,11,42,
,,,,4015,LEWIS B S,5,5,3,4,2,,,,15,34,
,,ANTHRO,4,1110,LEWIS B S,4,5,2,,3,1,,,23,38,
,,ANTHRO,5,1111,RASHIDI J S,4,7,12,3,3,1,,,2,32,
,,,,1112,HARADON C M,5,4,3,,2,,,,6,20,
,,,,1113,GAULD S C,9,7,5,1,1,,1,,2,26,
,,,,4016,GAULD S C,5,7,3,5,2,,,,6,28,
,,ANTHRO,7,1114,COHEN M M,14,13,4,,2,,,1,10,44,
,,ANTHRO 10,,1115,RASHIDI J S,5,11,7,2,3,,,,9,37,
,,ANTHRO 14,,1116,MINZENBERG E G,18,10,7,,4,,,,5,44,
,,ANTHRO 19,,1117,GREBLER G,17,12,5,1,1,,,1,4,41,
,,ANTHRO 21,,1118,MINZENBERG E G,10,9,7,4,4,,,1,9,44,
,,ANTHRO 22,,1119,ZANE W W,5,15,10,5,,,,1,4,40,
,ASTRON,ASTRON,1,1179,BALM S P,14,9,5,,2,,,,,30,
,,,,4037,BALM S P,8,20,12,1,4,,,1,5,51,
,,,,4038,SCHWARTZ M J,12,18,2,,3,,,,5,40,
,,,,4039,SCHWARTZ M J,8,12,6,,,,,,14,40,
,,ASTRON,2,1180,GRAZIER K R,4,6,6,3,5,,,,10,34,
,,,,1181,SALAMA A H,3,5,15,2,6,,,,3,34,
,,,,1182,BALM S P,6,16,13,,2,,,2,5,44,
,,,,1183,SCHWARTZ M J,10,14,15,,3,,,,8,50,
,,ASTRON,3,1184,FOUTS G A,6,3,6,4,1,,,,13,33,
,,,,1185,FOUTS G A,5,9,9,3,3,,,,4,33,
,,ASTRON,4,1186,FOUTS G A,8,6,9,2,1,,1,,6,33,
,,,,4040,SCHWARTZ M J,10,17,5,,,,1,,4,37,
,,ASTRON,5,4041,SCHWARTZ M J,11,18,6,,2,1,,,10,48,
,,,,4042,SCHWARTZ M J,12,16,6,1,,,,,6,41,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 29 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Earth Science,ASTRON,ASTRON,5,4043,BALM S P,9,12,13,2,3,,,1,4,44,
,,ASTRON,6,1187,FOUTS G A,16,8,4,5,3,,,,9,45,
,ENERGY,ENERGY,1,1772,COOLEY S,10,6,5,,1,,,,1,23,
,,ENERGY,2,1773,COOLEY S,11,8,3,,1,,,,6,29,
,,ENERGY,3,3256,COOLEY S,7,2,2,,4,,,,4,19,
,ENVRN,ENVRN,7,4187,SELBY W A,11,7,5,2,1,,,,2,28,
,,,,4485,LIPMAN A J,2,7,,2,2,,,,3,16,
,ERTHSC,ERTHSC 88,,2095,DRAKE V G,4,,,,,,,,,4,
,,ERTHSC 88,,2096,DRAKE V G,2,,,,,,,,1,3,
,,ERTHSC 88,,2097,DRAKE V G,1,,,,,,,,,1,
,,ERTHSC 90,,2098,DRAKE V G,2,,,,,,,,1,3,
,GEOG,GEOG,1,2260,NEYMAN I,26,4,,,,3,,,2,35,
,,,,2261,YOUNG B C,2,3,11,4,3,,,1,11,35,
,,,,2262,YOUNG B C,4,9,9,5,4,,,1,6,38,
,,,,4222,DRAYSE M H,5,4,8,3,4,,1,,10,35,
,,GEOG,2,2263,MORRIS P S,2,10,11,2,1,,,,7,33,
,,,,2264,MORRIS P S,6,12,9,6,4,,,,11,48,
,,,,2265,ABATE A,8,9,12,,,,,,4,33,
,,GEOG,3,2266,SELBY W A,6,4,11,2,1,1,,,8,33,
,,,,2267,KRANZ J,13,8,3,,2,,,,11,37,
,,GEOG,5,2268,SELBY W A,7,10,2,1,,,,2,7,29,
,,,,2269,DRAKE V G,7,11,11,,,,,1,5,35,
,,,,2270,HACKELING J,8,8,4,3,1,,1,2,4,31,
,,,,4223,PATRICH J G,16,14,3,,,,,2,1,36,
,,GEOG,7,4224,SELBY W A,6,4,3,1,2,1,,,2,19,
,,,,4484,LIPMAN A J,1,3,2,,3,,,,3,12,
,,GEOG,8,2271,MORRIS P S,2,4,2,1,3,,,,7,19,
,,,,2272,MORRIS P S,3,5,4,,2,,,,3,17,
,,GEOG,11,2273,MORRIS P S,1,7,1,1,1,,,,3,14,
,,,,2274,ABATE A,1,2,4,,1,,,,3,11,
,,GEOG,14,2275,DRAKE V G,7,5,9,2,12,,,,9,44,
,,,,2276,SELBY W A,6,9,7,10,,,,1,7,40,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 30 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Earth Science,GEOG,GEOG,20,2277,DRAKE V G,1,,1,4,,1,,,4,11,
,,GEOG,23,4225,KAHN P J,,1,,,,1,,,3,5,
,,GEOG,35S,2278,SELBY W A,20,,1,1,,,,2,4,28,
,GEOL,GEOL,1,2279,THOMPSON C K,7,10,16,6,4,,,,1,44,
,,,,2280,THOMPSON C K,11,11,6,4,3,,,2,5,42,
,,,,4226,ROBINSON R C,8,12,10,1,,,,3,3,37,
,,GEOL,4,2281,THOMPSON C K,9,11,9,3,,1,,,2,35,
,,,,4227,KREMENETSKI K V,10,17,10,,,,,2,,39,
,,GEOL,5,4228,GRIPPO A,6,,8,2,,,,,8,24,
,,GEOL,31,2282,GRIPPO A,3,3,12,2,2,1,,,10,33,
,,,,2283,THOMPSON C K,16,13,2,2,3,1,,,4,41,
,,,,4229,KREMENETSKI K V,6,9,8,1,1,,,,4,29,
,,GEOL,35,2284,THOMPSON C K,11,,1,,,,,,1,13,
,GIS,GIS,20,2291,DRAKE V G,4,,,1,,1,,,7,13,
,,GIS,23,4231,KAHN P J,6,1,,1,,1,,,2,11,
,GLOBAL,GLOBAL 11,,2296,MORRIS P S,2,,,,,,,,6,8,
,,,,2297,ABATE A,3,6,2,1,3,,,1,4,20,
,PV,PV,1,4452,COOLEY S,9,3,4,,,,,,2,18,
,,PV,2,4453,PARRISH P T,4,4,5,1,2,,,,,16,
,,PV,3,4454,RUIZ E S,13,1,1,1,1,,,,2,19,
,RRM,RRM,1,3148,CHARLES V H,12,2,2,2,,,,,2,20,
,,RRM,2,4458,SOMMER S L,8,3,4,1,1,,,,1,18,
,,RRM,3,3149,HULS J M,19,8,5,,,,,1,11,44,
,,RRM,4,4459,CHARLES V H,8,7,4,1,3,,2,,11,36,
,URBAN,URBAN,8,3230,MORRIS P S,2,1,2,,,,1,,8,14,
,,,,3231,MORRIS P S,3,2,4,2,,,,,11,22,
Education/ECE,ECE,ECE,2,1712,DOPHNA G R,9,6,4,2,,,,,9,30,
,,,,1713,DOPHNA G R,20,2,2,1,,,,,1,26,
,,,,1714,KARAOLIS O,11,3,2,,,,,,2,18,
,,,,1715,POURROY D M,26,1,8,,,,,,4,39,
,,,,1716,POURROY D M,27,5,6,1,,,,,8,47,
,,ECE,4,1717,DOPHNA G R,22,5,2,1,,,,,2,32,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 31 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Education/ECE,ECE,ECE,4,4128,MCPEAKE P,5,13,2,4,,,,,5,29,
,,ECE,5,1718,DOPHNA G R,23,4,1,,,,,,3,31,
,,ECE,8,1719,KARAOLIS O,23,6,,,,,,,7,36,
,,ECE,11,1720,GRAY L B,31,5,,,,,,,2,38,
,,,,1721,GRACE Y H,15,8,1,2,,,,,8,34,
,,,,1722,TANNATT M G M,11,11,3,2,4,,,,2,33,
,,,,1723,TANNATT M G M,8,6,7,1,4,1,,,4,31,
,,,,3288,LERNER N F,9,3,6,,,,,,1,19,
,,,,4129,GRACE Y H,20,9,1,,,,,,3,33,
,,ECE,17,1724,MANSON L J,29,8,3,,,,,,1,41,
,,,,4130,RICHARD C,6,8,4,4,,,1,,2,25,
,,ECE,19,1725,TALLEDA M L,21,2,2,1,,,,1,3,30,
,,,,4131,DRUKER S L,9,6,2,2,,,,,10,29,
,,ECE,21,1726,DOPHNA G R,20,,,1,,,,,4,25,
,,,,4132,GRACE Y H,14,4,3,1,,1,,,3,26,
,,ECE,22,4133,BACKLAR N P,14,5,1,2,,,,,4,26,
,,,,4134,BACINO J R,6,2,,,,,,,3,11,
,,ECE,23,4135,KARAOLIS O,6,,,,,,,,2,8,
,,ECE,41,1727,GUNN A C,22,7,2,1,,,,,1,33,
,,ECE,43,1728,GUNN A C,10,7,3,1,,,,,2,23,
,,ECE,45,1729,PARISE W A,10,9,6,2,1,,,,6,34,
,,,,4136,JOACHIM S L,16,12,5,2,,,,,5,40,
,,ECE,46,1730,MCGRATH M T,12,12,5,1,2,,,,3,35,
,,,,4137,MCGRATH M T,21,5,4,,,,,,1,31,
,,ECE,48,1731,KHOKHA E W,16,4,1,,,,,,5,26,
,,ECE,49,4138,JOACHIM S L,10,5,1,2,2,,,,5,25,
,,ECE,51,1732,HEIMANN R Y,3,4,,1,,,,,5,13,
,,ECE,52,4139,KHOKHA E W,14,4,1,1,3,,,,12,35,
,,ECE,64,1733,MANSON L J,20,7,3,1,,,,1,1,33,
,,,,1734,GUNN A C,18,4,2,2,,,,,1,27,
,,,,4140,WILSON L M,31,2,,,,,,,2,35,
,EDUC,EDUC,1,1770,PEREZ‐FERNANDEZ L,6,3,5,,,,,,9,23,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 32 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Education/ECE,EDUC,EDUC,2,1771,TALLEDA M L,8,2,1,2,,,,,4,17,
English,ENGL,ENGL,1,1774,BRIGSTOCKE J W,4,5,,8,,,,,7,24,
,,,,1775,ZEHR D M,5,1,13,10,,,,,6,35,
,,,,1776,BLACKWELL N,4,8,7,6,2,,,,8,35,
,,,,1777,DRISCOLL L V,14,6,3,,,,,,3,26,
,,,,1778,IRELAND S P,17,12,1,1,,,,,1,32,
,,,,1779,GILDNER B J,1,1,6,7,,,,,8,23,
,,,,1780,BRIGSTOCKE J W,4,9,,7,,,,,11,31,
,,,,1781,HERBERT S,5,11,2,1,3,,,,12,34,
,,,,1782,HERTZ U L,2,3,6,2,1,,,,11,25,
,,,,1783,WATTS J W,9,11,8,1,,,,,6,35,
,,,,1784,PAIK‐SCHOENBERG J,1,4,6,3,,,,,16,30,
,,,,1786,MENTON K T,5,9,4,2,4,1,,,8,33,
,,,,1787,TYSON T L,4,6,6,2,2,,,,3,23,
,,,,1788,BRIGSTOCKE J W,4,7,4,8,,,,,12,35,
,,,,1789,DESAI D H,2,16,2,1,,,,,4,25,
,,,,1790,BONAR H S,7,11,3,1,3,,,,,25,
,,,,1791,STIRLING M S,2,2,2,2,6,,,1,11,26,
,,,,1792,MEIR N K,7,3,3,,,,,,4,17,
,,,,1793,BONAR H S,6,9,2,1,4,,,,3,25,
,,,,1794,TOBENKIN L E,10,3,1,2,,,,,7,23,
,,,,1795,KAUFFMAN S R,25,9,1,2,,,,,8,45,
,,,,1796,PADILLA M R,7,10,2,2,4,,,,2,27,
,,,,1797,HERBERT S,4,13,10,7,,,,,4,38,
,,,,1798,GILDNER B J,,7,9,2,,,,,7,25,
,,,,1799,DRISCOLL L V,12,11,7,,,,,,5,35,
,,,,1800,IRELAND S P,9,16,3,,,,,,2,30,
,,,,1801,BLACKWELL N,11,10,2,3,1,1,,,6,34,
,,,,1803,CAGGIANO S E,4,11,4,5,1,,,,2,27,
,,,,1804,FONSECA M L,2,3,3,1,3,,,,14,26,
,,,,1805,MATTESSICH S N,7,5,13,2,1,,,,8,36,
,,,,1806,MENTON K T,1,8,16,5,1,,,,3,34,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 33 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1807,PAIK‐SCHOENBERG J,4,5,3,2,2,,,,16,32,
,,,,1808,MOTOIKE K J,5,7,6,2,1,,,,5,26,
,,,,1809,STIRLING M S,,5,6,2,3,,,,5,21,
,,,,1810,ARIEFF D E,5,3,4,6,,,,,5,23,
,,,,1811,NELSON LAUNA A,6,4,5,,2,1,,,6,24,
,,,,1812,VISHWANADHA H,2,,4,5,8,,,,16,35,
,,,,1813,ZEHR D M,4,2,7,8,,,,1,3,25,
,,,,1814,KARRON R,5,13,3,2,1,,,,3,27,
,,,,1815,GRIFFY W J,6,12,2,4,2,,,,1,27,
,,,,1817,MEIR N K,1,9,1,,3,,,,8,22,
,,,,1818,CAGGIANO S E,1,11,9,1,1,1,,,2,26,
,,,,1819,GOODE S S,3,12,,1,,,,,4,20,
,,,,1820,ARMS E D,8,12,5,1,,,,,,26,
,,,,1821,BURAK C D,8,10,1,,,,,,6,25,
,,,,1822,MCQUEENEY E P,8,,3,1,2,,,,10,24,
,,,,1823,PADILLA M R,8,9,6,2,2,,,,7,34,
,,,,1824,LEMON W R,7,7,6,1,4,,,,2,27,
,,,,1825,PACCHIOLI J J,3,7,11,3,5,,,,4,33,
,,,,1826,OVERALL S J,2,10,4,1,,,,,5,22,
,,,,1827,ENGELMANN D S,9,5,1,1,1,,,,5,22,
,,,,1828,MARTINEZ‐GIL C,13,7,2,,2,,,,1,25,
,,,,1829,ARMS E D,9,10,4,1,,,,,1,25,
,,,,1830,KRUSOE J A,4,10,9,9,,,,,7,39,
,,,,1831,PACCHIOLI J J,1,7,5,4,10,,1,,6,34,
,,,,1832,WATTS J W,15,6,4,,,,,,8,33,
,,,,1833,MATTESSICH S N,14,9,1,1,1,,,,8,34,
,,,,1834,MENTON K T,2,3,10,3,3,,,,4,25,
,,,,1837,LANE P D,9,8,3,,,,,,3,23,
,,,,1838,JU S,4,6,4,,2,,,,8,24,
,,,,1839,WILL L J,3,11,5,1,3,,,,2,25,
,,,,1840,ENGELMANN D S,10,10,4,,,,,,10,34,
,,,,1841,KRUSOE J A,2,7,15,5,,,,,10,39,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 34 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1842,MURPHY E M,4,7,1,1,4,1,1,,4,23,
,,,,1844,DOUCET W J,19,4,6,2,,3,,,3,37,
,,,,1845,REMMES J,2,6,5,3,3,,,,14,33,
,,,,1847,EDELMANN C,7,11,3,,,,,,3,24,
,,,,1848,WILL L J,9,7,1,3,3,,,,2,25,
,,,,1849,SIMPSON L E,3,16,3,1,1,,,,7,31,
,,,,1851,HANSEN N C,15,3,,,2,,,,4,24,
,,,,1852,PHILLIPS L K,4,10,3,2,,,,,2,21,
,,,,1853,MURPHY E M,4,2,1,3,9,,,,4,23,
,,,,1854,AGHABEGIAN DIANA E,6,9,1,3,1,,,,2,22,
,,,,1855,DEL GEORGE D K,7,6,2,,1,,,,4,20,
,,,,1856,DEL GEORGE D K,1,3,4,,3,,,,6,17,
,,,,1857,CRAMER T R,3,9,1,,2,,,,3,18,
,,,,1858,CRAMER T R,6,5,1,,2,,,,4,18,
,,,,1859,CRAMER T R,10,6,1,,3,,,,2,22,
,,,,1860,REICHLE R E,3,6,4,,,,,,8,21,
,,,,1861,LYNCH J J,6,3,2,,2,,,,6,19,
,,,,1862,REICHLE R E,7,7,,,2,,,,8,24,
,,,,1863,LYNCH J J,7,3,3,3,,,,,5,21,
,,,,1864,DEL GEORGE D K,7,3,,1,6,,,,5,22,
,,,,3262,TURNER K E,5,4,6,,3,,,,6,24,
