Santa Monica College - Grade Distribution Spring 2013,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,ET,24B,2105,SHUM J,2,12,3,1,1,,,,2,21,
,,ET,25,4190,WILLIAMS V J,22,1,1,,,,,,1,25,
,,ET,25B,2106,CHOI Y,3,5,2,1,,,,1,4,16,
,,ET,26,3069,DERAKHSHANI D,7,5,2,5,,,,1,2,22,
,,ET,30,2107,FRIA C T,12,4,1,1,,,,,1,19,
,,ET,31A,2108,LOUIE W B,14,5,1,1,,,,,3,24,
,,,,3071,LOUIE W B,10,6,5,1,,,,,3,25,
,,ET,31B,2109,LOUIE W B,13,5,1,1,3,,,1,1,25,
,,ET,32,4192,UZAN D,13,5,2,2,,,1,,4,27,
,,ET,34,2110,ROTBLATT S J,8,5,,1,,,,,4,18,
,,ET,37,2111,DUGANNE J A,15,2,2,3,,,,,4,26,
,,,,4193,LOUIE W B,10,4,3,1,4,1,,,2,25,
,,ET,38,2112,DUGANNE J A,8,5,1,2,,,,,3,19,
,,ET,40,2113,BEASLEY F,14,3,,2,,,,,4,23,
,,ET,41,2114,BEASLEY F,9,5,,3,,,,1,6,24,
,,ET,42,2115,JAVELOSA D A,16,6,,,,,,,2,24,
,,,,2116,JAVELOSA D A,11,5,2,1,1,,,,2,22,
,,ET,44,2117,JAVELOSA D A,13,7,1,2,,,,,2,25,
,,ET,49,2118,HUSSAIN W,11,,,,,,,,3,14,
,,ET,58,2119,HEATON W B,9,2,1,5,,,,1,3,21,
,,ET,60,2120,LOUIE W B,10,8,,2,,,,,2,22,
,,ET,61,2121,POIRIER N P,31,,1,,,4,,1,2,39,
,,ET,64,4462,CAMPBELL R,1,3,,4,,,,,5,13,
,,ET,72,2122,NAGEL J G,8,11,3,3,,,,,6,31,
,,ET,80,4458,CAMPBELL R,2,4,2,1,,,,,,9,
,,ET,88A,2124,FRIA C T,2,1,,,,,,,,3,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 28 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,ET,ET,88B,2125,FRIA C T,,,,,,,,4,1,5,
,,ET,90A,2126,FRIA C T,,,,,,,,2,,2,
,,ET,90C,2128,FRIA C T,,,,,,,,1,,1,
,,ET,91,2129,BROWN S S,15,6,1,,,,,,4,26,
,,ET,92,4195,KAROL‐CROWTHER C I,16,5,1,1,,,,,7,30,
,,ET,94,2130,BROWN S S,9,8,5,1,,,,,2,25,
,,ET,96,4196,ROBINSON K C,13,6,,,,,,,11,30,
,GR DES,GR DES 18,,2200,ARMSTRONG R W,12,4,1,1,,,,,4,22,
,,,,2201,HILL R L,9,5,,4,,,,,5,23,
,,,,2202,ARMSTRONG R W,14,3,2,2,,,,,2,23,
,,,,2203,HILL R L,9,4,2,3,2,,,1,5,26,
,,GR DES 31,,2204,DONON S G,2,1,2,1,3,,,,10,19,
,,,,2205,FISCHER K K,5,7,4,2,1,,,,4,23,
,,,,4220,WOOD S J,20,3,2,1,,,,,1,27,
,,GR DES 33,,2206,TANAKA BONITA R,18,2,,,,,,,2,22,
,,,,4221,TANAKA BONITA R,15,5,,,,,,,1,21,
,,GR DES 34,,2207,LANCASTER W F,13,4,5,1,,,,,3,26,
,,,,2208,MAZZARA E,12,4,5,2,4,,,1,2,30,
,,,,4222,MAZZARA E,16,6,1,,,,,,1,24,
,,GR DES 35,,2209,ROBINSON K C,8,3,3,1,,,,,8,23,
,,,,2210,GERDS D A,12,10,1,1,1,,,,3,28,
,,,,4223,ROBINSON K C,9,3,2,2,,,,,8,24,
,,GR DES 38,,2211,BADUEL Z M,7,9,2,1,,,,,4,23,
,,,,4224,BADUEL Z M,10,11,,,,,,1,2,24,
,,GR DES 41,,2212,BADUEL Z M,7,7,1,1,3,,,,4,23,
,,,,4225,BADUEL Z M,8,8,2,,,,,,1,19,
,,GR DES 43,,4226,LANCASTER W F,18,4,,,,,,,,22,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 29 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,GR DES,GR DES 44,2213,MAZZARA E,10,3,2,,,,,,1,,16
,,GR DES 50,4227,DONON S G,8,8,,,1,,,,,1,18
,,GR DES 51,4228,LANCASTER W F,16,8,,1,,,,,,1,26
,,GR DES 54,4229,MOODY J M,5,14,2,,2,,1,,,2,26
,,GR DES 64,2214,LANCASTER W F,12,7,1,1,1,,,,,2,24
,,,2215,KASRA M,9,2,4,3,4,,,,,7,29
,,,3134,KASRA M,8,4,1,,2,,,,,7,22
,,,4230,LANCASTER W F,12,4,4,,1,,,,,4,25
,,GR DES 65,2216,MACGILLIVRAY I J,7,3,1,1,1,,,,,9,22
,,,2217,CAVANAUGH J Y,8,2,1,,3,,,,,6,20
,,,2218,CAVANAUGH J Y,8,,1,,,,,,,5,14
,,,3064,MACGILLIVRAY I J,5,5,5,,2,,,,2,6,25
,,GR DES 66,2220,CAVANAUGH J Y,14,4,1,,,,,,,2,21
,,,4232,CAVANAUGH J Y,8,4,1,1,,,,,,5,19
,,GR DES 67,4233,CAVANAUGH J Y,18,2,,,,,1,,,2,23
,,GR DES 71,4234,GERDS E L,8,8,3,,3,,,,,2,24
,,,4235,ZENHARI E F,9,3,,,,,,,,5,17
,,GR DES 88,2221,LANCASTER W F,3,,,,,,,,,,3
,,GR DES 90,2223,LANCASTER W F,,,,,,,,,1,,1
,,GR DES 90,2224,LANCASTER W F,,,,,,,,,4,,4
,INTARC,INTARC 28,2307,HUNT M O,4,6,,2,4,,,,,1,17
,,INTARC 29,2308,CORDOVA S A,13,6,4,,,,,,,2,25
,,INTARC 30,2309,DAVIS A A,20,6,1,,1,,,,,2,30
,,INTARC 31,2310,HAO J Y,2,4,2,,1,,1,,,6,16
,,INTARC 32,2311,FRAULINO C,15,4,1,2,,,,,,1,23
,,,2312,HAO J Y,9,7,1,,,,,,,7,24
,,INTARC 33,4244,HAFT M M,6,6,1,,1,,,,,4,18
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 30 of 95
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Design Tech.,INTARC,INTARC 34,,2313,ADAIR J S,2,6,3,2,1,,,,6,20,
,,INTARC 35,,2314,CORDOVA S A,8,7,2,2,,,,,5,24,
,,,,2315,ROSE M L,5,2,4,,,,,,5,16,
,,INTARC 36,,2316,DAVIS A A,8,4,2,2,3,,,,5,24,
,,INTARC 38,,2317,DOLAN H,5,,3,1,1,,,,10,20,
,,INTARC 39,,4245,SEIBERT V B,9,9,4,1,,,,,2,25,
,,INTARC 40,,3065,HAO J Y,1,4,1,2,,1,,,3,12,
,,INTARC 42,,4246,NOONAN I,4,5,5,2,4,,,,5,25,
,,INTARC 44,,4247,MAGNO H R,9,6,1,1,4,,,,2,23,
,,INTARC 45,,2318,HAO J Y,1,1,,,,1,,,,3,
,,INTARC 57,,4248,TOOKE J L,10,4,1,,,,,1,2,18,
,,INTARC 65,,2319,CAMENETI M A,6,5,1,2,,,,,5,19,
,,INTARC 70,,4249,BRENTON J A,6,4,4,4,,,,,1,19,
,,INTARC 90,,2320,HAO J Y,,,,,,,,2,,2,
,,INTARC 90,,2321,HAO J Y,,,,,,,,1,,1,
,,INTARC 90,,2322,HAO J Y,,,,,,,,5,,5,
Disabl Stu Ct,COUNS,COUNS,1,1542,ADAMS J,10,4,2,3,,,,,1,20,
,,COUNS,1,1543,RABINOW‐PALLEY L,10,1,,,,,,,,11,
,,COUNS,2,1574,CUTLER E J,,,,,4,,,8,1,13,
,,COUNS,2,1575,CUTLER E J,,,,,3,,,5,,8,
,,COUNS,2,1576,CUTLER E J,,,,,,,,1,,1,
,,COUNS,2,1577,CUTLER E J,,,,,,,,3,,3,
,,COUNS,4,1578,ADAMS J,3,1,1,,,,,,1,6,
,,COUNS,5,1579,JOHNSON A H,,,,,,,11,,1,12,
,,COUNS,5,1580,JOHNSON A H,,,,,,,1,12,1,14,
,,COUNS,5,1581,AXELROD L,,,,,,,10,,3,13,
,,COUNS,5,1582,AXELROD L,,,,,,,1,7,,8,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 31 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Disabl Stu Ct,COUNS,COUNS,5,1583,TERUYA S,,,,,,,5,8,3,16,
,,COUNS,5,1584,MARCOPULOS G E,,,,,,,1,4,,5,
,,,,1585,LAU T Y,,,,,,,,4,1,5,
,,,,1586,LAU T Y,,,,,,,,2,,2,
,,,,1587,LAU T Y,,,,,,,,3,,3,
,,,,1588,LAU T Y,,,,,,,2,1,,3,
,,,,3204,MARCOPULOS G E,,,,,,,,5,1,6,
,,COUNS,5,1589,JOHNSON A H,,,,,,,12,,,12,
Earth Scienc,ANTHRO,ANTHRO,,1088,LEWIS B S,6,8,6,7,10,1,,,9,47,
,,,,1089,RASHIDI J S,5,11,7,11,10,,,1,3,48,
,,,,1090,HARADON C M,14,3,5,1,,,,,3,26,
,,,,1091,RASHIDI J S,4,12,7,2,8,,,,7,40,
,,,,1092,HARADON C M,18,3,11,2,3,,,,8,45,
,,,,1093,DENMAN J F,10,9,18,2,,2,,,4,45,
,,,,3109,RASHIDI J S,5,6,5,5,8,,,1,12,42,
,,,,4013,HARADON C M,11,5,4,2,1,,1,2,7,33,
,,ANTHRO,,1094,MINZENBERG E G,10,13,10,4,1,,,,4,42,
,,,,1095,ZANE W W,5,8,6,4,4,,,,4,31,
,,,,1096,MINZENBERG E G,11,10,5,,,,,,1,27,
,,,,1097,DENMAN J F,9,10,16,2,4,,,1,3,45,
,,,,1098,DENMAN J F,12,11,25,,,,,,2,50,
,,,,1099,KOHPAHL G,4,18,7,6,4,1,,,7,47,
,,,,1100,MINZENBERG E G,8,13,3,1,,,,,7,32,
,,,,4014,ZANE W W,8,8,10,3,3,,,,6,38,
,,ANTHRO,,1101,LEWIS B S,2,2,14,3,5,,,,13,39,
,,,,1102,LEWIS B S,5,16,10,2,6,,,1,1,41,
,,,,4015,LEWIS B S,7,8,9,1,6,,,,2,33,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 32 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Earth Scienc,ANTHRO,ANTHRO,1103,LEWIS B S,8,5,4,2,6,,2,,,18,45
,,ANTHRO,1104,AUSTIN J K,1,5,4,1,4,,,,,8,23
,,,1105,AUSTIN J K,4,7,8,3,1,,,,,3,26
,,,1106,GAULD S C,3,8,7,3,,,,,,4,25
,,,4016,GAULD S C,4,8,4,3,1,,,,,3,23
,,ANTHRO,1107,RAY S,11,2,1,,8,,,,,17,39
,,ANTHRO 1,1108,GAULD S C,4,10,7,,2,,,,,5,28
,,ANTHRO 1,1109,MINZENBERG E G,16,11,11,4,,,,,,3,45
,,ANTHRO 2,1110,MINZENBERG E G,14,12,5,1,3,,,,,9,44
,,ANTHRO 2,1111,ZANE W W,9,7,9,4,1,,,,,5,35
,ASTRON,ASTRON,1173,BALM S P,7,15,16,4,4,,,,,5,51
,,,1174,BALM S P,8,18,18,2,2,,,,,4,52
,,,4037,SCHWARTZ M J,4,14,15,1,5,,1,,,8,48
,,,4038,SCHWARTZ M J,6,18,16,1,2,,,,,6,49
,,ASTRON,1175,BALM S P,8,17,22,2,,,,,1,1,51
,,,1176,SCHWARTZ M J,9,10,7,3,12,,,,2,6,49
,,,4039,SCHWARTZ M J,8,12,16,,2,,,,,4,42
,,,4467,SCHWARTZ M J,3,11,7,2,4,,,,,5,32
,,ASTRON,1177,FOUTS G A,3,6,9,1,1,,,,3,4,27
,,,1178,FOUTS G A,2,10,5,8,2,,,,,4,31
,,ASTRON,1179,FOUTS G A,5,11,10,4,,,,,,1,31
,,ASTRON,4040,SCHWARTZ M J,9,14,8,,13,,,,,5,49
,,,4041,SCHWARTZ M J,6,19,4,1,11,,,,,8,49
,,,4042,BALM S P,10,17,15,2,1,,,,,5,50
,,ASTRON,1180,FOUTS G A,12,13,7,2,1,,,,,13,48
,ENERGY,ENERGY,1,1727,COOLEY S,13,4,1,4,,,,,6,28
,,ENERGY,2,1728,COOLEY S,13,4,1,2,1,,,,6,27
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 33 of 95
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Earth Scienc,ENVRN,ENVRN,7,4177,SELBY W A,9,12,5,1,1,,,,1,29,
,ERTHSC,ERTHSC 8,,2019,DRAKE V G,5,,,,,,,,,5,
,,ERTHSC 8,,2021,DRAKE V G,1,,,,,,,,,1,
,,ERTHSC 9,,3195,DRAKE V G,2,,,,,,,,,2,
,GEOG,GEOG,1,2168,YOUNG B C,2,7,18,4,9,,,1,5,46,
,,,,2169,YOUNG B C,4,10,19,1,8,,,1,4,47,
,,,,4212,PATRICH J G,31,11,3,1,1,2,,,1,50,
,,GEOG,2,2170,MORRIS P S,3,4,10,5,1,,,,3,26,
,,,,2171,MORRIS P S,6,8,14,4,2,3,,,11,48,
,,,,3149,ABATE A,6,7,7,2,6,,,,2,30,
,,GEOG,3,2172,SELBY W A,7,3,7,6,1,,,2,12,38,
,,,,2173,KRANZ J,6,6,17,5,1,,,,5,40,
,,GEOG,5,2174,SELBY W A,10,5,2,,2,,,1,8,28,
,,,,2175,HACKELING J,9,9,6,5,,,,,2,31,
,,,,2176,DRAKE V G,7,7,9,,5,,1,1,4,34,
,,,,4213,KRANZ J,17,17,5,,,,,2,,41,
,,GEOG,7,4214,SELBY W A,9,4,4,1,1,,,,3,22,
,,GEOG,8,2177,MORRIS P S,5,2,2,1,2,,,,2,14,
,,GEOG,11,2178,MORRIS P S,4,5,5,,,,,,,14,
,,,,2179,ABATE A,4,3,6,2,2,,,,2,19,
,,GEOG,14,2180,DRAKE V G,6,5,5,2,10,,,,19,47,
,,,,2181,SELBY W A,8,6,9,7,5,1,,,8,44,
,,GEOG,20,2182,DRAKE V G,3,,,,1,,,,1,5,
,,GEOG,35,2183,SELBY W A,24,,1,,5,,,,3,33,
,GEOL,GEOL,1,2184,THOMPSON C K,6,12,3,4,6,,,,14,45,
,,,,2185,THOMPSON C K,11,17,6,5,6,,,,7,52,
,,,,4216,ROBINSON R C,12,11,12,,1,,,1,7,44,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 34 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Earth Scienc,GEOL,GEOL,4,2186,THOMPSON C K,9,16,6,1,1,,1,,3,37,
,,,,4473,KREMENETSKI K V,8,10,8,3,,,,,3,32,
,,GEOL,5,4217,GRIPPO A,6,8,5,1,,,,,7,27,
,,GEOL,31,2187,THOMPSON C K,9,6,11,9,6,,,1,7,49,
,,,,2188,KREMENETSKI K V,9,13,10,2,,,,1,3,38,
,GIS,GIS,20,2194,DRAKE V G,9,,,2,1,,,1,11,24,
,GLOBAL,GLOBAL 1,,2198,MORRIS P S,1,1,,,1,,,,6,9,
,,,,2199,ABATE A,2,3,2,3,4,,,,4,18,
,PV,PV,1,4423,COOLEY S,19,5,2,1,2,,,,2,31,
,,PV,2,4424,COOLEY S,13,5,1,,2,,,,1,22,
,,PV,3,4425,RUIZ E S,14,2,1,1,2,,,,1,21,
,RRM,RRM,1,4429,CHARLES V H,15,3,3,1,1,,,1,15,39,
,,RRM,2,4430,SOMMER S L,8,4,5,1,7,,,1,19,45,
,URBAN,URBAN,8,3045,MORRIS P S,3,3,4,1,,,,,13,24,
Education/E,ECE,ECE,2,1672,DOPHNA G R,15,2,5,3,3,,,,5,33,
,,,,1673,KARAOLIS O,13,8,1,1,3,,,,5,31,
,,,,1674,POURROY D M,19,4,2,,1,,,,4,30,
,,,,1675,MANSON L J,28,9,1,,2,,,,1,41,
,,,,1676,POURROY D M,18,5,2,,,,,,6,31,
,,ECE,4,1677,DOPHNA G R,15,8,4,1,3,,,,2,33,
,,ECE,5,1678,DOPHNA G R,18,4,3,1,4,,,,4,34,
,,,,4127,DOPHNA G R,22,9,,,1,,,,4,36,
,,ECE,8,1679,LIVINGSTON S A,19,3,4,1,2,,,,7,36,
,,ECE,11,1680,TAMBE J,28,7,2,,1,,,,2,40,
,,,,1681,TANNATT M G M,9,14,4,1,2,,,,4,34,
,,,,1682,MANSON L J,24,7,4,,1,,,,3,39,
,,,,1683,TANNATT M G M,10,7,5,1,3,,,,1,27,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 35 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Education/E,ECE,ECE,11,3118,LERNER N F,9,5,3,,,,,,,17,
,,,,4128,TAMBE J,21,7,2,1,,,,,,31,
,,ECE,17,1684,MANSON L J,27,5,,1,,,,,1,34,
,,,,4129,LIVINGSTON S A,19,4,2,2,2,,,,2,31,
,,ECE,18,1685,GOODFELLOW C A,2,10,3,2,2,,,,3,22,
,,ECE,19,1686,TALLEDA M L,28,6,3,,,,,,2,39,
,,,,4130,DRUKER S L,7,5,6,3,,,,,4,25,
,,ECE,21,1687,DOPHNA G R,13,3,,3,,,,,6,25,
,,,,4131,LIVINGSTON S A,18,3,2,1,1,,,,2,27,
,,ECE,22,4132,BACKLAR N P,18,7,,,,,,,1,26,
,,ECE,23,4133,KARAOLIS O,5,2,1,1,,,,,2,11,
,,ECE,41,1688,GUNN A C,11,11,3,1,,,,,2,28,
,,ECE,43,1689,MANSON L J,21,5,4,1,1,,,,3,35,
,,ECE,45,1690,PARISE W A,21,8,6,4,,,,,4,43,
,,,,4134,JOACHIM S L,9,17,5,2,3,,,,4,40,
,,ECE,46,1691,MCGRATH M T,16,7,2,1,,,,,1,27,
,,,,4135,MCGRATH M T,18,11,2,2,,,,,7,40,
,,ECE,48,1692,KHOKHA E W,12,3,,1,,,,,5,21,
,,ECE,52,4136,MCPEAKE P,5,3,6,2,12,,,,6,34,
,,ECE,64,1694,MANSON L J,17,5,,1,,,,,14,37,
,,,,1695,GUNN A C,23,6,2,,,,,1,2,34,
,,,,4137,BACKLAR N P,17,7,1,1,,,,,3,29,
,EDUC,EDUC,1,4142,PEREZ L,6,4,2,2,,,,,6,20,
English,ENGL,ENGL,1,1729,BRIGSTOCKE J W,7,11,,5,,,,,6,29,
,,,,1730,ZEHR D M,4,5,5,8,4,,,,11,37,
,,,,1731,BLACKWELL N,12,7,6,,,,,,8,33,
,,,,1732,DRISCOLL L V,13,4,3,,,,,,4,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 36 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1733,IRELAND S P,15,12,1,1,,,,,2,31,
,,,,1734,GILDNER B J,,2,6,4,,,,,10,22,
,,,,1735,HERTZ U L,2,7,3,1,,,,,8,21,
,,,,1736,HERBERT S,4,9,8,5,,,,,6,32,
,,,,1737,WATTS J W,5,26,1,1,1,,,,1,35,
,,,,1738,PAIK‐SCHOENBERG J,4,3,4,2,5,,,,8,26,
,,,,1739,STIRLING M S,2,7,4,1,5,,,,6,25,
,,,,1740,MENTON K T,3,10,9,2,7,,,,5,36,
,,,,1741,HAMADA M J,16,5,4,2,,1,,,4,32,
,,,,1742,HANSEN N C,9,3,1,3,,,,,7,23,
,,,,1743,MEIR N K,4,9,2,1,,,,,5,21,
,,,,1744,BONAR H S,7,11,3,1,1,,,,3,26,
,,,,1745,GARNICA A M,2,2,4,2,3,,,,10,23,
,,,,1746,KAUFFMAN S R,21,9,,2,,1,,,,33,
,,,,1747,BONAR H S,8,5,5,7,,,,,4,29,
,,,,1748,HAMADA M J,13,8,2,,,,,,5,28,
,,,,1749,MINAMI A M,5,3,5,3,,,,,6,22,
,,,,1750,DURAN A,4,7,7,2,,,,,4,24,
,,,,1751,HERBERT S,1,10,9,4,2,,,,10,36,
,,,,1752,GILDNER B J,2,4,4,5,,,,,9,24,
,,,,1753,DRISCOLL L V,10,9,1,8,,,,,7,35,
,,,,1754,IRELAND S P,25,5,2,,,,,,1,33,
,,,,1755,BLACKWELL N,9,3,6,2,2,,,,7,29,
,,,,1756,WINKLER K D,4,13,7,1,,,,,5,30,
,,,,1757,FONSECA M L,2,2,8,2,4,,,,6,24,
,,,,1758,MATTESSICH S N,4,15,5,5,,,,,6,35,
,,,,1759,MENTON K T,5,11,11,2,8,,,,2,39,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 37 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1760,PAIK‐SCHOENBERG J,3,5,6,2,2,,,,19,37,
,,,,1761,LEGRANDE E,20,5,2,1,,,,,1,29,
,,,,1762,STIRLING M S,,7,5,5,2,,,,6,25,
,,,,1763,JOHNSON D J,3,8,8,2,3,,,,4,28,
,,,,1764,NELSON LAUNA A,3,9,3,,6,1,,,3,25,
,,,,1765,VISHWANADHA H,,1,5,2,7,,,,12,27,
,,,,1766,ZEHR D M,7,4,,4,3,,,,9,27,
,,,,1767,ESPINOSA A A,2,3,7,2,5,,,,4,23,
,,,,1768,DIXON M J,11,8,3,3,2,,,,2,29,
,,,,1769,WINKLER K D,5,11,6,3,,,,,3,28,
,,,,1770,RUBIO G H,3,8,4,1,1,,,,7,24,
,,,,1771,GOODE S S,5,13,3,,1,,,,3,25,
,,,,1772,ARMS E D,16,6,3,,1,,,,,26,
,,,,1773,BURAK C D,6,9,1,,,,,,8,24,
,,,,1774,MCQUEENEY E P,5,6,1,,2,,,,12,26,
,,,,1775,OBA R K,8,9,5,3,,,,,1,26,
,,,,1776,PACCHIOLI J J,4,4,4,10,8,,,,4,34,
,,,,1777,LANE P D,11,8,,1,,,,,4,24,
,,,,1778,OVERALL S J,4,7,11,3,,,,,2,27,
,,,,1779,ENGELMANN D S,12,10,4,,1,,,,7,34,
,,,,1780,SOLOTAR M,1,5,,2,8,,,,6,22,
,,,,1781,RUBIO G H,4,8,5,2,,,,,4,23,
,,,,1782,KRUSOE J A,2,9,15,3,,,,,9,38,
,,,,1783,PACCHIOLI J J,2,6,9,7,3,,,,8,35,
,,,,1784,WATTS J W,14,16,2,1,,,,,3,36,
,,,,1785,MATTESSICH S N,11,14,6,,4,,,,2,37,
,,,,1786,MURPHY E M,3,10,5,6,,,,,1,25,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 38 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1787,OVERALL S J,3,5,6,6,,,,,7,27,
,,,,1788,SIMPSON L E,6,11,7,2,,,,,7,33,
,,,,1789,LANE P D,5,10,,1,,,,,8,24,
,,,,1790,WILL L J,6,8,3,4,,1,,,2,24,
,,,,1791,ENGELMANN D S,11,11,3,1,3,,,,5,34,
,,,,1792,KRUSOE J A,4,13,11,3,,,,,9,40,
,,,,1793,DOUCET W J,6,12,3,3,,2,,,10,36,
,,,,1794,REMMES J,5,6,2,4,6,,,,8,31,
,,,,1795,REMMES J,4,3,6,5,4,,,,12,34,
,,,,1796,WILL L J,5,9,5,1,2,2,,,2,26,
,,,,1797,SIMPSON L E,5,12,3,2,2,,,,5,29,
,,,,1798,DAVIS C V,2,2,8,1,3,,,,5,21,
,,,,1799,PHILLIPS L K,8,7,6,2,,,,,2,25,
,,,,1800,AGHABEGIAN DIANA E,4,12,2,1,1,,,,3,23,
,,,,1801,DEL GEORGE D K,2,7,4,3,,,,,4,20,
,,,,1802,DEL GEORGE D K,6,2,,3,,,,,9,20,
,,,,1803,CRAMER T R,6,7,1,1,2,,,,4,21,
,,,,1804,CRAMER T R,5,3,2,2,,,,,7,19,
,,,,1805,CRAMER T R,9,4,2,3,,,,,4,22,
,,,,1806,LYNCH J J,8,5,1,1,1,,,,6,22,
,,,,1807,REICHLE R E,5,7,4,6,,,,,3,25,
,,,,1808,GUSTIN M J,6,5,1,6,,,,,4,22,
,,,,1809,LYNCH J J,8,3,2,1,5,,,,3,22,
,,,,1810,DEL GEORGE D K,4,1,1,4,,,,,4,14,
,,,,3174,LEMON W R,3,3,3,1,5,,,,11,26,
,,,,4143,PHILLIPS L K,5,9,8,1,,,,,2,25,
,,,,4144,KLEIN R E,5,9,2,4,,1,,,8,29,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 39 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,4145,EDELMANN C,4,10,3,1,,,,,5,23,
,,,,4146,MARTINEZ‐GIL C,10,5,1,2,,,,,11,29,
,,,,4147,EDELMANN C,4,11,,,,,,,8,23,
,,,,4148,KAPLAN M A,8,10,1,1,,,,1,5,26,
,,,,4149,SOSNER J A,9,3,4,3,,2,,,5,26,
,,ENGL,2,1812,FONSECA M L,4,5,4,6,,,,,5,24,
,,,,1813,KARRON R,5,11,8,,,,,,5,29,
,,,,1814,MOTOIKE K J,10,14,3,1,,,,,3,31,
,,,,1815,YOUNG W H,3,7,6,1,3,,,,4,24,
,,,,1816,CAGGIANO S E,8,9,4,1,,,,,2,24,
,,,,1817,JOHNSON D J,5,10,9,1,,,,,1,26,
,,,,1818,HERBERT S,1,9,11,2,3,,,,2,28,
,,,,1819,STEIN J A,7,11,4,3,,,,,2,27,
,,,,1820,BONAR H S,9,8,4,1,,,,,5,27,
,,,,1821,BOSTICK J D,15,10,1,1,1,,,,,28,
,,,,1822,BOSTICK J D,14,7,1,1,,,,,3,26,
,,,,1823,HANSEN N C,11,7,,1,1,,,,6,26,
,,,,1824,DRISCOLL L V,19,5,,1,,,,,4,29,
,,,,1825,JU S,4,12,6,,,,,,5,27,
,,,,1826,IRELAND S P,22,8,1,,,,,,3,34,
,,,,1827,NORSTRAND J J,14,8,2,,,,,,4,28,
,,,,1828,ESPINOSA A A,1,12,4,2,,,,,6,25,
,,,,1829,PADILLA E,5,7,7,1,1,,,,6,27,
,,,,1830,OVERALL S J,2,18,2,1,1,,,,3,27,
,,,,1831,WATTS J W,8,23,,,,,,,,31,
,,,,1832,MOTOIKE K J,12,13,3,1,,,,,2,31,
,,,,1833,MEYER E E,14,6,3,2,1,3,,,2,31,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 40 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1834,DOSSETT G H,5,10,7,1,,1,,,1,25,
,,,,1835,HERBERT S,8,5,3,1,,,,1,4,22,
,,,,1836,PADILLA E,6,3,7,1,1,,,,8,26,
,,,,1837,ANDERSON E,14,5,3,1,1,1,,,,25,
,,,,1838,STEIN J A,7,14,4,1,,,,,3,29,
,,,,1839,HERTZ U L,6,8,7,,,,,,5,26,
,,,,1840,SIMPSON L E,18,8,,,,,,,,26,
,,,,1841,KARRON R,8,19,3,,,,,,2,32,
,,,,1842,GILDNER B J,14,11,2,,,,,,3,30,
,,,,1843,MORGAN D H,3,5,10,6,1,,,,3,28,
,,,,1844,CONSTANTIN G N,8,10,3,1,,2,,,5,29,
,,,,1845,CAGGIANO S E,7,8,6,3,,,,,2,26,
,,,,1846,KEMPER D E,3,17,5,,,1,,,3,29,
,,,,1847,YOUNG W H,1,6,5,2,2,,,,4,20,
,,,,1848,JONES ALTIERE M F,8,13,1,1,1,,,,4,28,
,,,,1849,DOUCET W J,12,6,3,4,,10,,,3,38,
,,,,1850,DIXON M J,14,9,2,,,,,,1,26,
