Santa Monica College - Grade Distribution Fall 2014,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
,,,,1620,COOPER D J,21,9,3,1,,,,,4,,38,
,,,,1621,LEWIS M L,3,6,5,4,8,,,,11,,37,
,,,,1622,COOPER D J,15,6,5,1,5,,,,6,,38,
,,,,1623,FELIX J,13,9,5,2,3,,,,2,,34,
,,,,1624,HACKETT C D,9,12,14,8,5,2,,,5,,55,
,,,,1625,HANSON N J,17,11,5,3,1,,,,3,,40,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 25 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Counseling,COUNS,COUNS,20,1626,DAHLENBURG T,8,9,7,4,6,,,,2,,36,
,,,,1627,JACKSON A E,19,9,2,,5,,,,3,,38,
,,,,1628,BEDWORTH S M,13,5,2,4,4,,,,7,,35,
,,,,1629,MCCOOL N A,33,,,,,,,,2,,35,
,,,,1630,FINLEY S F,20,8,2,2,3,,,,4,,39,
,,,,1631,MCCOOL N A,33,,,,,,,,3,,36,
,,,,1632,DAHLENBURG T,7,7,3,5,4,,,,7,,33,
,,,,1633,BEDWORTH S M,7,10,7,1,5,,,,7,,37,
,,,,1634,CARRILLO-SARR S,17,8,4,1,4,,,,2,,36,
,,,,1635,DAHLENBURG T,7,12,8,5,2,,,,5,,39,
,,,,1636,MCCOOL N A,33,,,,,,,,5,,38,
,,,,1637,CARRILLO-SARR S,9,9,6,2,4,,,,3,,33,
,,,,1638,JACKSON A E,14,5,5,3,5,,,,3,,35,
,,,,1639,JACKSON A E,14,8,2,4,4,,1,,5,,38,
,,,,1640,ROBINSON J L,1,6,2,3,9,,,,1,,22,
,,,,1641,FELIX J,11,6,6,1,5,,,,,,29,
,,,,1642,FELIX J,11,11,1,,,,,,4,,27,
,,,,1643,FELIX J,5,8,4,3,,,,,2,,22,
,,,,1644,FELIX J,11,9,4,3,1,,,,,,28,
,,,,1645,HALL T T,16,2,2,1,3,,,,3,,27,
,,,,1646,HALL T T,17,3,,1,1,,,,8,,30,
,,,,1647,NAKAO P O,15,4,1,2,1,,,,4,,27,
,,,,1648,NAKAO P O,9,3,1,,6,,,,8,,27,
,,,,4119,ADKINS L B,15,5,3,,6,,,,3,,32,
,,,,4120,ADKINS L B,7,6,5,,7,,,,6,,31,
,,,,4121,FINLEY S F,16,7,1,4,5,,,,2,,35,
,,,,4122,MARTIN-TUNGPALA N,2,2,2,1,9,,,,3,,19,
,,,,4123,NJOKU R,4,5,4,1,8,,,,4,,26,
,,,,4124,MARTIN-TUNGPALA N,4,2,3,3,8,,,,2,,22,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 26 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Counseling,COUNS,COUNS,20,4125,STEWART S,10,6,8,3,5,,,,2,,34,
,,,,4126,MARTIN-TUNGPALA N,3,5,2,1,7,,,1,3,,22,
,,,,4127,FINLEY S F,15,8,5,1,3,,,,4,,36,
,,COUNS,88A,1666,FELIX J,1,,,,,,,,,,1,
,,COUNS,88C,1668,FELIX J,2,,,,,,,,2,,4,
,,COUNS,90A,1669,ROTHMAN V J,,,,,,,2,15,,,17,
,,COUNS,90B,1670,ROTHMAN V J,,,,,,,4,6,,,10,
,,COUNS,90C,1671,ROTHMAN V J,,,,,,,2,13,1,,16,
,,COUNS,90D,1672,ROTHMAN V J,,,,,,,1,5,1,,7,
Dance,DANCE,DANCE,2,1706,GONZALEZ G,46,1,,,1,,,,1,,49,
,,,,1707,DOUGLAS JUDITH G,52,24,3,3,9,,,2,3,,96,
,,,,1708,GONZALEZ G,41,1,1,,2,,,,2,,47,
,,DANCE,5,1709,DOUGLAS JUDITH G,65,28,5,6,6,,,,12,,122,
,,,,1710,LEE J Y,9,7,9,5,7,,1,,4,,42,
,,,,1711,TOMASIC M T,13,12,3,,9,,,,4,,41,
,,,,1712,LEE J Y,7,4,4,3,9,,,2,14,,43,
,,DANCE,10,1713,AYBAY OWENS S,4,2,,,8,,,,3,,17,
,,,,1714,AYBAY OWENS S,9,5,,,5,,,1,3,,23,
,,,,1715,WOLIN-TUPAS R L,12,2,2,,,,,,4,,20,
,,DANCE,14,1716,HALL L T,5,3,3,,2,,1,,5,,19,
,,DANCE,15,1717,LEITNER D,14,1,,,2,,,,6,,23,
,,DANCE,16,1718,LEITNER D,12,2,3,,8,,,,2,,27,
,,DANCE,17,1719,REICH S A,8,6,1,1,2,,,1,12,,31,
,,DANCE,20,1720,JESSWEIN J N,14,1,2,,4,,,,5,,26,
,,,,4143,CANELLIAS L M,9,4,1,,5,,1,,7,,27,
,,DANCE,21,1721,SUSILOWATI S,17,3,,,,,,,2,,22,
,,DANCE,22,1722,RAMIREZ R V,5,2,2,4,5,,,,6,,24,
,,DANCE,23,1723,RAMIREZ R V,3,,1,,1,,,,,,5,
,,DANCE,24,1724,OCAMPO C,6,3,2,,1,,,,6,,18,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 27 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Dance,DANCE,DANCE,25,1725,JORDAN A N,13,3,3,4,,,,,4,,27,
,,DANCE,31,1728,PALLAIS K S,7,2,6,2,2,,,,,,19,
,,,,1729,DEISS K A,2,4,2,,,,,,6,,14,
,,,,1730,MOLNAR CY A,9,4,1,3,,,,,3,,20,
,,,,1731,RICHARDS C R,10,2,,1,,,,,8,,21,
,,,,1732,RICHARDS C R,10,5,1,1,2,,,,5,,24,
,,,,1733,JEAN C A,9,1,2,1,2,,,1,3,,19,
,,,,1734,JORDAN A N,8,1,5,3,,,,,9,,26,
,,DANCE,32,1735,MOLNAR CY A,6,2,2,1,3,,,,4,,18,
,,,,1736,DEISS K A,,,,2,,,,,4,,6,
,,,,1737,MOLNAR CY A,6,3,2,2,4,,,,6,,23,
,,,,1738,RICHARDS C R,11,2,1,1,,,,1,6,,22,
,,DANCE,33,1739,TOMASIC M T,3,3,2,2,8,,,,3,,21,
,,DANCE,34,1740,TOMASIC M T,2,7,1,2,2,,,,1,,15,
,,DANCE,35,1741,LEE J Y,3,5,2,1,1,,1,,5,,18,
,,DANCE,36,1742,LEE J Y,2,2,,1,,,,,2,,7,
,,DANCE,41,1743,GUARDADO R M,6,1,1,9,,,,,12,,29,
,,,,1744,JEAN C A,16,,,,,,,,1,,17,
,,,,1745,BENDER M M,7,2,1,1,,,,,3,,14,
,,,,4144,JORDAN A N,8,2,2,1,,,1,,9,,23,
,,DANCE,42,1746,KONDRATH J M,7,1,1,1,,,,,7,,17,
,,,,1747,MCDONALD K E,8,1,,7,,,,1,3,,20,
,,,,1748,JEAN C A,6,1,,3,,,,,5,,15,
,,,,1749,AYBAY OWENS S,10,3,1,4,,,,,1,,19,
,,DANCE,43,1750,TOMASIC M T,,4,2,4,1,,1,,,,12,
,,DANCE,44,1751,TOMASIC M T,1,1,2,1,1,,,,3,,9,
,,DANCE,45,1752,MCDONALD K E,4,5,2,2,2,,,,1,,16,
,,DANCE,46,1753,MCDONALD K E,2,1,,,,,,,1,,4,
,,DANCE,55A,4145,LEE J Y,11,7,,,,,,,3,,21,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 28 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Dance,DANCE,DANCE,57A,4146,RAMIREZ R V,12,5,5,2,,,,,1,,25,
,,DANCE,60,4147,WOLIN-TUPAS R L,9,2,,1,,,,,,,12,
,,DANCE,61,4148,WOLIN-TUPAS R L,9,,1,,,,,,,,10,
,,DANCE,70,1754,LEE J Y,15,,,1,,,,,1,,17,
,,,,1755,RAMIREZ R V,18,2,1,,,,,,2,,23,
,,DANCE,87,1756,TOMASIC M T,7,,,1,,,,,,,8,
,,DANCE,88A,1757,DOUGLAS JUDITH G,1,,,,,,,,1,,2,
Design Techno,ET,ET,2,2283,KEESHEN J F,22,12,2,,,,,,3,,39,
,,,,4216,KEESHEN J F,18,7,5,,,,,,4,,34,
,,ET,11,2284,ABODE JR P J,9,3,2,1,,,,,4,,19,
,,ET,15,2285,HUSSAIN W,2,1,,3,,2,,,15,,23,
,,ET,18,2286,KLAUTKY E K,8,4,4,1,,,,,4,,21,
,,,,2287,KEESHEN J F,9,8,2,,,,,,7,,26,
,,ET,19A,2288,BROWN S S,16,3,1,2,,,,,1,,23,
,,ET,19B,4217,DAVIS J A,8,12,1,,,,,,1,,22,
,,ET,20,4218,KEESHEN J F,11,1,4,,,,,,6,,22,
,,ET,24,2289,DERAKHSHANI R L,11,4,4,1,5,,,,2,,27,
,,,,2290,HUSSAIN W,5,2,1,5,,,,,6,,19,
,,ET,24B,4219,MAGNUSON B M,3,5,1,1,3,,,,3,,16,
,,ET,24C,2291,SHUM J,8,5,1,2,,,,,2,,18,
,,ET,25,4220,ERICKSON D W,12,7,,,,,,,,,19,
,,ET,26,2293,DERAKHSHANI D,7,5,,5,,1,,,2,,20,
,,ET,31A,2294,LOUIE W B,14,8,1,1,,,,,2,,26,
,,,,2295,LOUIE W B,12,12,1,1,1,,,,2,,29,
,,ET,31B,2296,LOUIE W B,10,1,1,,,,,,8,,20,
,,ET,32,4223,UZAN D,7,7,4,4,,,,,4,,26,
,,ET,34,2297,ROTBLATT S J,5,6,3,4,,,,,4,,22,
,,ET,37,2298,DUGANNE J A,12,,2,6,,,,,4,,24,
,,,,4225,CAMENETI M A,15,1,1,3,1,,,1,2,,24,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 29 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Design Techno,ET,ET,38,2299,DUGANNE J A,8,1,4,,,,,,2,,15,
,,ET,40,2300,BEASLEY F,9,9,1,2,,,,,2,,23,
,,,,2301,JAVELOSA D A,14,4,2,2,3,,,,1,,26,
,,ET,41,2302,BEASLEY F,6,3,2,3,,,,,6,,20,
,,ET,42,2303,JAVELOSA D A,8,6,2,1,,,,,5,,22,
,,,,4226,JAVELOSA D A,8,4,2,,,,,,4,,18,
,,ET,44,2304,JAVELOSA D A,12,3,3,,,,,,2,,20,
,,,,4227,JAVELOSA D A,13,4,2,1,1,,,,3,,24,
,,ET,60,2305,LOUIE W B,12,6,,,,,,,4,,22,
,,ET,61,2306,POIRIER N P,22,6,1,1,,,,,4,,34,
,,,,2307,WINFREY A M,18,4,3,2,,,,,5,,32,
,,ET,64,4508,CAMPBELL R,,2,2,1,1,,,,8,,14,
,,ET,72,2308,NAGEL J G,7,7,1,2,1,,,,9,,27,
,,ET,75,2309,DAVIS J A,15,6,,,,,,1,4,,26,
,,ET,88B,2311,FRIA C T,,,,,,,,4,,,4,
,,ET,90B,2313,FRIA C T,,,,,,,,1,,,1,
,,ET,91,2315,KLAUTKY E K,6,5,10,3,,,,,1,,25,
,,ET,92,4229,KAROL-CROWTHER C I,20,4,1,,,,,,,,25,
,,ET,94,2316,BROWN S S,18,3,,2,,,,1,1,,25,
,,ET,96,4230,ROBINSON K C,12,3,,,,,,,2,,17,
,GR DES,GR DES 18,,2397,HILL R L,8,4,3,2,2,,,,6,,25,
,,,,2398,LANCASTER W F,12,6,6,2,1,,,,2,,29,
,,,,2399,ARMSTRONG R W,10,4,2,1,,,,,2,,19,
,,,,2400,ARMSTRONG R W,13,4,,2,,,,,5,,24,
,,GR DES 31,,2401,WOOD S J,12,1,2,4,,,,,5,,24,
,,,,2402,DONON S G,5,3,4,3,,,,,4,,19,
,,,,4257,DONON S G,3,3,5,1,2,,,,7,,21,
,,GR DES 33,,2403,BROUKHIM M,5,2,3,1,1,,,,5,,17,
,,,,4258,STINSON M W,2,5,3,2,1,,,,7,,20,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 30 of 97,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Design Techno,GR DES,GR DES 34,2404,MAZZARA E,13,2,1,4,1,,,,,2,,23
,,,2405,MAZZARA E,13,2,2,1,5,,,,,,,23
,,,2406,MAZZARA E,12,3,3,1,3,,,,1,2,,25
,,GR DES 35,2407,GERDS D A,14,5,2,1,1,,,,,6,,29
,,,2408,ROBINSON K C,9,6,4,,,,,,,9,,28
,,GR DES 38,2409,BADUEL Z M,12,5,3,1,2,,,,,1,,24
,,,4259,BADUEL Z M,5,5,3,,4,,,,,5,,22
,,GR DES 41,2410,BADUEL Z M,2,9,1,1,2,,,,,3,,18
,,,4260,BADUEL Z M,6,5,3,,1,,,,,2,,17
,,GR DES 51,4261,LANCASTER W F,16,10,2,,1,,,,,1,,30
,,GR DES 64,2411,LANCASTER W F,12,8,2,1,3,,,,,,,26
,,,2412,KASRA M,9,6,2,1,8,,,,,4,,30
,,,4262,LANCASTER W F,14,5,2,1,,,,,,5,,27
,,GR DES 65,2413,MACGILLIVRAY I J,7,3,3,,,,,,,7,,20
,,,2414,WANG J K,7,2,1,,5,,,,1,8,,24
,,,2415,CAVANAUGH J Y,11,4,1,,4,,,,,5,,25
,,,2416,CAVANAUGH J Y,5,2,,1,1,,,,,9,,18
,,GR DES 66,2417,CAVANAUGH J Y,10,6,1,,2,,,,,4,,23
,,,4263,CAVANAUGH J Y,9,2,3,,2,,,,,6,,22
,,GR DES 67,4264,CAVANAUGH J Y,22,,,,,,,,,,,22
,,GR DES 71,2418,HEATON W B,9,3,,,2,,,,,4,,18
,,,4265,ALEXOPOULOS T A,10,3,1,,,,,,,7,,21
,,,4266,GERDS E L,3,5,1,1,3,,,,1,2,,16
,,GR DES 75,4267,FISCHER M I,5,4,,1,2,,,,,8,,20
,,GR DES 90A,2420,LANCASTER W F,,,,,,,,1,,,,1
,,GR DES 90B,2421,LANCASTER W F,,,,,,,,,1,,,1
,,GR DES 90C,2422,LANCASTER W F,,,,,,,,1,3,,,4
,INTARC,INTARC 28,2515,SOTO A J,11,7,2,2,,,,,,4,,26
,,INTARC 28A,3372,FRAULINO C,11,9,,2,2,,,,,1,,25
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 31 of 97
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Design Techno,INTARC,INTARC 28A,,3373,MAGNO H R,6,4,1,2,,,,,5,,18,
,,,,4502,NOONAN I,15,1,,4,,,,1,2,,23,
,,INTARC 29,,2516,CORDOVA S A,10,3,4,1,,,,,6,,24,
,,INTARC 30,,2517,HAO J Y,6,6,7,1,2,,,1,3,,26,
,,,,4277,HAO J Y,5,3,6,1,,,,,6,,21,
,,INTARC 31,,2518,HAO J Y,5,4,4,1,,,,,5,,19,
,,INTARC 33,,4279,GREGORY D K,10,7,,1,,,,,,,18,
,,INTARC 34,,2521,ADAIR J S,6,11,4,1,,,,,7,,29,
,,INTARC 35,,2522,CORDOVA S A,13,2,1,5,,,,1,2,,24,
,,,,2523,ROSE M L,4,4,1,4,,,,,10,,23,
,,INTARC 36,,2524,MURPHY J M,19,2,,3,,,,,3,,27,
,,INTARC 37,,4280,HARBOUR R W,14,5,1,,,,,,6,,26,
,,INTARC 38,,4281,TOOKE J L,6,7,1,,,,,,4,,18,
,,INTARC 40,,2525,HAO J Y,4,4,6,,,,,,,,14,
,,INTARC 41,,2526,NOONAN I,7,14,8,1,2,,,,2,,34,
,,INTARC 45,,2527,HAO J Y,,1,1,,,,,,1,,3,
,,INTARC 46,,4282,WANG D,6,3,2,1,3,,,,3,,18,
,,INTARC 50,,4283,ADAIR J S,4,3,2,1,4,,,,2,,16,
,,INTARC 90B,,2529,HAO J Y,,,,,,,,2,,,2,
,,INTARC 90D,,2531,HAO J Y,,,,,,,,1,,,1,
Disabled Stud,COUNS,COUNS,12H,1586,DAIRE M J,9,4,1,1,,,,,3,,18,
,,COUNS,13H,1587,RABINOW-PALLEY L,9,,1,,,,,,1,,11,
,,COUNS,15H,1588,ADAMS J,5,3,1,2,2,,,,17,,30,
,,COUNS,21H,1649,CUTLER E J,,,,,5,,,7,,,12,
,,COUNS,22H,1650,CUTLER E J,,,,,,,,3,,,3,
,,COUNS,25H,1651,CUTLER E J,,,,,,,,2,,,2,
,,COUNS,41H,1653,EVANS JAMI R,2,3,1,,,,,,,,6,
,,COUNS,51,1657,JOHNSON A H,,,,,,,2,10,,,12,
,,COUNS,52,1658,JOHNSON A H,,,,,,1,2,8,2,,13,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 32 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Disabled Stud,COUNS,COUNS,54,1659,AXELROD L,,,,,,,3,7,3,,13,
,,COUNS,56,1660,AXELROD L,,,,,,,,2,3,,5,
,,COUNS,57,1661,DECKER D M,,,,,,,3,8,2,,13,
,,COUNS,58,1662,MARCOPULOS G E,,,,,,,,1,,,1,
,,,,1663,MARCOPULOS G E,,,,,,,,1,,,1,
,,COUNS,59,1664,JOHNSON A H,,,,,,,,8,,,8,
Earth Science,ANTHRO,ANTHRO,1,1094,RASHIDI J S,12,12,7,5,9,,,,2,,47,
,,,,1095,LEWIS B S,2,3,15,8,3,1,,,12,,44,
,,,,1096,DENMAN J F,10,10,17,,5,,,,1,,43,
,,,,1097,LEWIS B S,6,5,6,5,8,1,,,11,,42,
,,,,1098,HARADON C M,7,7,3,,,,,,4,,21,
,,,,1099,RASHIDI J S,15,7,13,3,8,,,,3,,49,
,,,,4018,HARADON C M,5,6,4,4,3,,,,11,,33,
,,ANTHRO,2,1100,MINZENBERG E G,8,8,13,7,1,,,,8,,45,
,,,,1101,DENMAN J F,14,11,20,1,2,3,,,15,,66,
,,,,1102,MINZENBERG E G,11,12,4,,,,,,,,27,
,,,,1103,DENMAN J F,11,10,19,1,,1,,,7,,49,
,,,,1104,GREBLER G,26,17,3,,1,,,,,,47,
,,,,4019,STRAUSS E M,31,5,2,,,,,,2,,40,
,,,,4020,MINZENBERG E G,11,16,2,6,2,,,3,6,,46,
,,,,4021,DALLA DEA A L,6,5,2,,7,,,,3,,23,
,,,,4022,ZANE W W,10,7,11,9,,,,,4,,41,
,,ANTHRO,3,1105,LEWIS B S,5,2,6,7,,,,,19,,39,
,,,,1106,LEWIS B S,2,13,8,5,5,,,,11,,44,
,,,,4023,LEWIS B S,3,2,9,4,5,,,,14,,37,
,,ANTHRO,4,1107,LEWIS B S,3,5,4,4,5,3,,,15,,39,
,,ANTHRO,5,1108,AUSTIN J K,3,7,8,5,4,,,,4,,31,
,,,,1109,AUSTIN J K,3,3,8,1,3,,,,3,,21,
,,,,1110,GAULD S C,6,3,9,4,1,,,1,3,,27,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 33 of 97,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Earth Science,ANTHRO,ANTHRO,5,4024,GAULD S C,4,8,6,3,1,,,,2,,24,
,,ANTHRO,7,4025,COHEN M M,9,13,3,,3,,,,7,,35,
,,ANTHRO,9,1111,HARADON C M,10,9,2,2,2,,,,6,,31,
,,ANTHRO 10,,1112,RASHIDI J S,2,11,5,2,4,,,,9,,33,
,,ANTHRO 14,,1113,MINZENBERG E G,7,10,11,4,,1,,,9,,42,
,,,,1114,ZANE W W,6,11,14,4,,,,,7,,42,
,,ANTHRO 19,,1115,MINZENBERG E G,21,8,6,,5,,,1,4,,45,
,,ANTHRO 21,,1116,MINZENBERG E G,6,11,7,7,5,,,,4,,40,
,,ANTHRO 22,,1117,ZANE W W,6,9,11,8,2,,,,7,,43,
,ASTRON,ASTRON,1,1183,BALM S P,10,10,,1,,,,,2,,23,
,,,,1184,BALM S P,8,20,13,3,3,,,1,5,,53,
,,,,1185,BALM S P,12,13,11,1,1,,,5,3,,46,
,,,,4048,SCHWARTZ M J,5,25,10,,,,,,5,,45,
,,ASTRON,2,1186,BALM S P,8,15,18,3,2,,,,5,,51,
,,,,4049,BALM S P,11,19,9,4,,,,2,2,,47,
,,,,4050,SCHWARTZ M J,8,10,13,,7,,1,,5,,44,
,,ASTRON,3,1187,FOUTS G A,4,6,7,1,2,,,1,9,,30,
,,,,1188,FOUTS G A,6,3,4,8,3,,,1,9,,34,
,,ASTRON,4,1189,FOUTS G A,2,7,13,4,1,,,,5,,32,
,,,,4051,SCHWARTZ M J,7,15,4,,1,,,,2,,29,
,,ASTRON,5,4052,SCHWARTZ M J,9,12,12,,1,,,,5,,39,
,,,,4053,SCHWARTZ M J,11,16,1,,,1,,,7,,36,
,,,,4054,BALM S P,7,12,7,,3,,,,5,,34,
,,ASTRON,6,1190,FOUTS G A,11,11,4,2,,,,,4,,32,
,ENERGY,ENERGY,1,1826,COOLEY S,8,7,3,,1,,,,2,,21,
,,ENERGY,2,1827,COOLEY S,7,3,4,,5,,,,,,19,
,ENVRN,ENVRN,7,4207,SELBY W A,10,6,10,2,2,,,,5,,35,
,ERTHSC,ERTHSC 88A,,2193,DRAKE V G,5,,,,,,,,,,5,
,,ERTHSC 88C,,3458,DRAKE V G,1,,,,,,,,,,1,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 34 of 97,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Earth Science,ERTHSC,ERTHSC 90B,3459,DRAKE V G,1,,,,,,,,,,,1
,GEOG,GEOG,1,2364,YOUNG B C,1,8,10,3,1,,,,11,,34
,,,2365,YOUNG B C,5,6,11,4,2,,,,,6,,34
,,,4248,DRAYSE M H,5,7,2,2,9,,,1,,2,,28
,,GEOG,2,2366,MORRIS P S,4,8,9,4,1,,,,6,,32
,,,2367,MORRIS P S,5,3,11,9,3,,,,,8,,39
,,,2368,ABATE A,6,7,13,,3,,,1,,4,,34
,,GEOG,3,2369,SELBY W A,5,4,9,6,2,1,,,9,,36
,,,2370,KRANZ J,8,5,4,,6,,,,,13,,36
,,GEOG,5,2371,SELBY W A,5,9,3,1,,,,3,7,,28
,,,2372,DRAKE V G,9,8,11,1,,,,,3,4,,36
,,,2373,HACKELING J,10,10,5,1,2,,,,1,8,,37
,,,4249,PATRICH J G,19,6,6,1,,,,,,2,,34
,,GEOG,7,4250,SELBY W A,3,3,3,1,1,,,,1,,12
,,GEOG,8,2374,MORRIS P S,1,2,4,1,3,,,,4,,15
,,,2375,MORRIS P S,,2,2,1,1,,,,,7,,13
,,GEOG,11,2376,MORRIS P S,1,7,2,1,2,,,,2,,15
,,,2377,ABATE A,2,7,6,1,4,,,,,4,,24
,,GEOG,14,2378,SELBY W A,13,12,9,2,5,,1,,4,,46
,,,2379,DRAKE V G,7,11,3,3,7,,,,,13,,44
,,GEOG,20,2380,DRAKE V G,8,1,,2,,,,,4,,15
,,GEOG,35F,2381,SELBY W A,16,1,3,3,,,,,4,,27
,GEOL,GEOL,1,2382,GRIPPO A,2,4,7,3,4,,,1,24,,45
,,,2383,KREMENETSKI K V,10,16,14,5,,,,,1,,,46
,,,4252,ROBINSON R C,4,12,19,,,,,,,1,,36
,,GEOL,4,2384,THOMPSON C K,13,8,10,4,2,,,,1,,38
,,,4253,THOMPSON C K,13,9,5,4,,,,,1,6,,38
,,GEOL,5,4254,GRIPPO A,3,5,4,2,,,,1,15,,30
,,GEOL,31,2385,THOMPSON C K,11,13,6,2,5,,,,10,,47
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 35 of 97
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Earth Science,GIS,GIS,20,2389,DRAKE V G,8,,,1,,,,,7,,16,
,GLOBAL,GLOBAL 11,,2394,MORRIS P S,2,5,1,,,,,,1,,9,
,,,,2395,ABATE A,1,2,1,1,,,,,2,,7,
,PV,PV,1,4470,COOLEY S,17,6,3,4,,,,,3,,33,
,,PV,2,4471,PARRISH P T,12,8,4,1,3,,,,2,,30,
,RRM,RRM,1,3259,CHARLES V H,9,4,2,1,2,,,,2,,20,
,,RRM,2,4516,HULS J M,23,1,,,,,,,4,,28,
,,RRM,3,3260,HULS J M,15,6,3,1,,,,1,8,,34,
,,RRM,4,4476,CHARLES V H,13,7,4,1,2,,,,17,,44,
,URBAN,URBAN,8,3338,MORRIS P S,1,2,4,3,,,,,7,,17,
,,,,3339,MORRIS P S,3,2,3,2,1,,,,11,,22,
Education/ECE,DANCE,DANCE,75,4149,WOLIN-TUPAS R L,5,2,,,,,,,3,,10,
,ECE,ECE,2,1761,WILSON L M,21,1,3,2,,,,,5,,32,
,,,,1762,DOPHNA G R,20,2,2,,,,,,9,,33,
,,,,1763,DOPHNA G R,15,2,2,2,1,,,,5,,27,
,,,,1764,DOPHNA G R,10,2,6,2,,,,,5,,25,
,,,,1765,POURROY D M,30,2,,,,,,,2,,34,
,,,,1766,POURROY D M,21,8,2,,,,,,4,,35,
,,,,3454,KARAOLIS O,9,2,,,,,,,1,,12,
,,ECE,4,1767,DOPHNA G R,16,5,2,2,,,,,1,,26,
,,,,4150,HUFF G F,20,3,2,2,,,,,3,,30,
,,ECE,5,4151,HIOKI T,9,10,3,1,1,,,,6,,30,
,,ECE,8,1768,KARAOLIS O,14,9,,1,,,,,6,,30,
,,ECE,11,1769,GRAY L B,22,6,3,,,,,,4,,35,
,,,,1770,GRACE Y H,24,3,1,2,6,,,,,,36,
,,,,1771,GRACE Y H,14,7,2,1,1,,,,4,,29,
,,,,1772,TANNATT M G M,11,12,4,3,,,,,2,,32,
,,,,1773,TANNATT M G M,14,5,2,3,2,,,,2,,28,
,,ECE,17,1774,MANSON L J,18,10,7,,,,,,4,,39,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 36 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Education/ECE,ECE,ECE,17,4152,RICHARD C,22,2,1,1,2,,,,10,,38,
,,ECE,19,1775,TALLEDA M L,14,3,4,,1,,,,4,,26,
,,,,4153,DRUKER S L,6,8,7,1,2,,,,4,,28,
,,ECE,21,1776,DOPHNA G R,22,3,1,,2,,,,4,,32,
,,,,4154,GRACE Y H,17,6,2,,,,,,2,,27,
,,ECE,22,4155,BACKLAR N P,10,8,5,1,,,,,4,,28,
,,ECE,41,1777,GUNN A C,16,4,1,,1,,,,,,22,
,,ECE,43,1778,GUNN A C,17,5,1,2,,,,,2,,27,
,,ECE,45,1779,JOACHIM S L,11,9,9,1,5,,,,3,,38,
,,,,1780,KARAOLIS O,11,11,4,1,1,,,,7,,35,
,,,,4156,JOACHIM S L,7,11,4,1,5,,,,1,,29,
,,ECE,46,1781,MCGRATH M T,21,4,2,,1,1,,,2,,31,
,,,,3405,LERNER N F,25,5,2,,,,,,,,32,
,,,,3406,LERNER N F,23,3,,,,,,,,,26,
,,,,4157,MCGRATH M T,13,10,1,,,,,,2,,26,
,,ECE,48,1782,KHOKHA E W,10,5,2,,1,,,,1,,19,
,,ECE,49,4158,PARISE W A,13,6,1,2,1,,,,6,,29,
,,ECE,51,1783,HEIMANN R Y,17,3,1,,,,,,11,,32,
,,ECE,64,1784,BACKLAR N P,16,6,2,,,,,,3,,27,
,,,,1785,GUNN A C,10,7,2,,2,,,,2,,23,
,,,,1786,POURROY D M,30,6,4,,,,,,2,,42,
,,,,1787,MANSON L J,10,3,6,,,,,1,1,,21,
,,,,4159,WILSON L M,18,2,1,,3,,,,4,,28,
,,ECE,75,4160,WOLIN-TUPAS R L,17,,,,,,,,4,,21,
,EDUC,EDUC,1,1824,PEREZ-FERNANDEZ L,9,5,,4,,,,1,5,,24,
,,,,1825,TALLEDA M L,10,2,3,1,3,,,,4,,23,
