Santa Monica College - Grade Distribution Fall 2012,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,OFTECH 2,,2940,WILLIAMSON TE D,20,1,,,3,,,,,3,27,
Dance,DANCE,DANCE,2,1702,GONZALEZ G,28,8,1,,5,,,,,6,48,
,,,,1703,DOUGLAS JUDITH G,69,30,13,4,9,,,,,3,128,
,,,,1704,GONZALEZ G,26,6,2,,,,,,,5,39,
,,DANCE,5,1705,DOUGLAS JUDITH G,49,39,14,2,11,,,,,9,124,
,,,,1706,LEE J Y,18,8,11,5,14,,,,,17,73,
,,,,1707,TOMASIC M T,5,10,6,4,8,,,,,14,47,
,,DANCE,1,1708,OWENS W M,11,1,1,1,3,,,,2,5,24,
,,,,1709,JORDAN A N,8,6,3,2,2,,,,,4,25,
,,DANCE,1,1710,OWENS W M,8,2,2,,,,,,,7,19,
,,,,1711,LOPEZ J G,10,9,1,1,2,,,,,5,28,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 23 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Dance,DANCE,DANCE,1,1712,LEITNER D,8,1,1,6,2,,1,,1,3,23,
,,DANCE,1,1713,LETTERY J P,12,6,2,1,1,,,,,7,29,
,,DANCE,2,1714,IYENGAR M S,11,3,1,2,,,,,1,6,24,
,,,,4124,CANELLIAS L M,11,2,1,,5,,,1,1,10,31,
,,DANCE,2,1715,SUSILOWATI S,10,2,3,2,3,,,1,,3,24,
,,DANCE,2,1716,RAMIREZ R V,11,4,7,2,,,,,,3,27,
,,DANCE,2,1717,RAMIREZ R V,1,2,,,,,,,,,3,
,,DANCE,2,1718,ANDRADE A E,11,2,,,2,,,1,2,3,21,
,,DANCE,2,1719,ELLISON M L,18,2,,,,,,,,8,28,
,,DANCE,2,1720,YUDIN L K,19,1,3,,,,,,,9,32,
,,,,4125,YUDIN L K,20,1,2,,,,,,,6,29,
,,DANCE,3,1721,RICHARDS C R,13,1,3,,4,,,,,5,26,
,,,,1722,TOMASIC M T,6,2,1,1,8,,2,,,13,33,
,,,,1723,JEAN C A,20,6,,,1,,,,,1,28,
,,,,1724,MOLNAR CY A,14,4,1,2,1,,,,,12,34,
,,,,1725,TOMASIC M T,9,8,3,2,5,,,,,7,34,
,,,,4126,JEAN C A,18,3,3,1,1,,,,,4,30,
,,DANCE,3,1726,RICHARDS C R,16,2,,,,,,,,7,25,
,,,,1727,TOMASIC M T,10,6,1,3,3,,,,1,8,32,
,,,,4127,MOLNAR CY A,14,7,1,1,1,,,,1,5,30,
,,DANCE,3,1728,LEE J Y,5,4,1,,2,,,,1,5,18,
,,,,4128,MOLNAR CY A,16,1,2,,2,,,,,6,27,
,,DANCE,3,1729,RICHARDS C R,10,3,,,2,,,,,7,22,
,,DANCE,4,1730,BENDER M M,11,2,2,2,2,,,,,2,21,
,,,,1731,JORDAN A N,11,3,1,,,,,,,7,22,
,,,,1732,MCDONALD K E,11,8,1,,2,,,,,5,27,
,,,,1733,JORDAN A N,7,2,,2,,,,,,8,19,
,,,,4129,WOLIN-TUPAS R L,13,3,,,1,,,,1,2,20,
,,DANCE,4,1734,TOMASIC M T,12,,5,3,4,,,,,9,33,
,,,,1735,TOMASIC M T,8,4,1,,7,,,,,9,29,
,,,,1736,AYBAY OWENS S,9,1,2,2,1,,,,,3,18,
,,DANCE,4,1737,GREENE S M,16,5,1,,2,,,,1,5,30,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 24 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Dance,DANCE,DANCE,4,1738,MCDONALD K E,3,13,2,,1,,,,,5,24,
,,DANCE,5,1739,LEE J Y,17,5,1,,,,,,,,23,
,,DANCE,5,1740,LEE J Y,23,,,,,,,,,1,24,
,,DANCE,5,4130,RAMIREZ R V,12,6,7,1,1,,,,,,27,
,,DANCE,5,1741,RAMIREZ R V,26,1,1,,1,,,,1,4,34,
,,DANCE,6,4131,WOLIN-TUPAS R L,9,1,1,,,,,,,1,12,
,,DANCE,6,4132,WOLIN-TUPAS R L,11,,,,,,,,,3,14,
,,DANCE,8,1742,DOUGLAS JUDITH G,8,1,,,,,,,,,9,
,,,,1743,LEE J Y,2,1,,,1,,,,,,4,
,,DANCE,8,1744,DOUGLAS JUDITH G,6,1,1,,1,,,,,,9,
,,,,1745,LEE J Y,,1,,,,,,,,1,2,
Design Tech.,ET,ET,2,3278,KEESHEN J F,17,6,2,,,,,,,3,28,
,,,,4205,KEESHEN J F,11,29,14,,,,,,,25,79,
,,ET,11,2236,ABODE JR P J,6,8,4,,2,,,,1,5,26,
,,ET,15,2237,HUSSAIN W,3,2,3,2,4,,1,,,7,22,
,,ET,17,2238,HUSSAIN W,7,,1,1,,,,,,5,14,
,,ET,18,2239,DAVIS J A,8,5,2,1,,,,,,7,23,
,,,,2240,KLAUTKY E K,7,4,2,2,3,,,,,7,25,
,,ET,19A,2241,KEESHEN J F,4,9,5,,,,,,,6,24,
,,ET,19B,4207,KEESHEN J F,9,7,1,,,,,,,5,22,
,,ET,20,2242,KEESHEN J F,11,5,2,,,,,,,6,24,
,,ET,23,2243,DAVIS J A,2,4,1,1,,,,,,7,15,
,,ET,24,2244,FRIA C T,6,8,5,,3,,,1,,3,26,
,,,,4208,FRIA C T,7,5,4,4,3,,,,,2,25,
,,ET,24C,2245,SHUM J,9,,2,1,2,,,1,1,3,19,
,,ET,25,4209,WILLIAMS V J,19,2,1,,1,,,,,2,25,
,,ET,25B,2246,CHOI Y,5,5,2,,2,,,,,2,16,
,,ET,25C,2247,FRIA C T,5,5,1,1,1,,,,,5,18,
,,ET,26,2248,DERAKHSHANI D,8,6,,,2,,1,,,3,20,
,,ET,31A,2249,LOUIE W B,18,8,,,1,,,,1,,28,
,,,,2250,LOUIE W B,16,3,,,1,,1,,,5,26,
,,ET,31B,2251,LOUIE W B,15,4,1,1,,,,,,2,23,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 25 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Design Tech.,ET,ET,31B,4210,LOUIE W B,12,3,1,1,2,,,,,3,22,
,,ET,33,4211,UZAN D,6,8,3,,2,,,,1,5,25,
,,ET,34,2252,ROTBLATT S J,14,2,3,,1,,1,,,1,22,
,,ET,37,2253,DUGANNE J A,6,8,3,4,,,1,,1,5,28,
,,,,4212,CAMENETI M A,6,5,1,1,3,,,,1,4,21,
,,ET,38,2254,DUGANNE J A,12,1,1,,,,,,,5,19,
,,ET,40,2255,BEASLEY F,10,6,1,3,1,,,,,4,25,
,,,,2256,JAVELOSA D A,13,7,,2,1,,,,,6,29,
,,ET,42,2257,JAVELOSA D A,15,7,,,1,,,,,2,25,
,,,,2258,JAVELOSA D A,12,5,,1,2,,,,,4,24,
,,ET,44,2259,JAVELOSA D A,10,9,1,,1,,,,,5,26,
,,,,4213,JAVELOSA D A,11,4,1,1,,,,,,4,21,
,,ET,58,2260,LOUIE W B,15,5,,1,2,,,,,2,25,
,,ET,59,2261,HEATON W B,8,11,,,1,,,,,3,23,
,,ET,61,2262,POIRIER N P,26,,,1,1,,3,,,3,34,
,,ET,63,4214,WILLIAMS V J,11,2,,,1,,,,,1,15,
,,ET,64,4215,CAMPBELL R,2,2,2,,5,,,,,5,16,
,,ET,72,2263,NAGEL J G,4,8,3,3,1,,,,,6,25,
,,ET,88A,2264,FRIA C T,2,3,,,,,,,,,5,
,,ET,88B,2265,FRIA C T,,,,,,,,,1,,1,
,,ET,88C,3363,FRIA C T,1,,,,,,,,,,1,
,,ET,90C,2268,FRIA C T,,,,,,,,,1,,1,
,,ET,91,2269,BROWN S S,14,2,,,,,,,,8,24,
,,ET,92,4217,KAROL-CROWTHER C I,15,3,2,5,,,,1,,1,27,
,,ET,94,2270,BROWN S S,18,1,2,,,,,,,2,23,
,GR DES,GR DES 18,,2337,HILL R L,6,5,4,1,8,,,,,2,26,
,,,,2338,ARMSTRONG R W,15,5,3,,1,,,,,,24,
,,,,4242,MAZZARA E,14,2,1,1,2,,,,,4,24,
,,,,4243,ARMSTRONG R W,16,4,,1,,,,,1,1,23,
,,GR DES 31,,2339,DONON S G,6,1,2,1,4,,1,,,8,23,
,,,,2340,WOOD S J,20,2,2,,,,,,,1,25,
,,,,4244,DONON S G,5,6,2,1,1,,,,,5,20,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 26 of 86,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Design Tech.,GR DES,GR DES 33,2341,TANAKA BONITA R,12,10,,,,,,,,,2,24
,,,4245,TANAKA BONITA R,7,10,1,,,,,,,,10,28
,,GR DES 34,2342,LANCASTER W F,10,5,6,,,1,,1,,1,1,25
,,,2343,MAZZARA E,8,4,4,2,,1,,,,,6,25
,,GR DES 35,2344,ROBINSON K C,10,7,1,,,1,,,,,4,23
,,,2345,ROBINSON K C,9,6,2,,,,,,,,8,25
,,GR DES 38,2346,BADUEL Z M,3,15,1,,,2,,,,1,3,25
,,,4246,BADUEL Z M,11,6,4,,,1,,,,,2,24
,,GR DES 41,2347,BADUEL Z M,11,3,1,3,,,,,,,4,22
,,,4247,BADUEL Z M,11,6,,,,3,,,,,3,23
,,GR DES 51,4248,LANCASTER W F,14,5,4,,,,,,,,1,24
,,GR DES 64,2348,LANCASTER W F,8,12,1,,,1,,,,1,3,26
,,,2349,KASRA M,7,6,1,1,,8,,,,,3,26
,,,4249,LANCASTER W F,14,6,2,,,1,,,,,1,24
,,GR DES 65,2350,CAVANAUGH J Y,11,4,,1,,1,,,,,6,23
,,,2351,CAVANAUGH J Y,10,2,,,,5,,,,,12,29
,,,4250,MACGILLIVRAY I J,6,4,3,,,3,,,,,11,27
,,GR DES 66,2352,CAVANAUGH J Y,10,5,1,,,2,,,,,6,24
,,,4251,CAVANAUGH J Y,12,4,,,,4,,,,,4,24
,,GR DES 71,2353,ZENHARI E F,5,5,,1,,,,,,,6,17
,,,4252,GERDS E L,9,4,1,3,,3,,,,,2,22
,,GR DES 75,4253,CAVANAUGH J Y,16,3,,,,1,,1,,1,5,27
,,GR DES 90,2355,LANCASTER W F,,,,,,,,,,2,,2
,,GR DES 90,2356,LANCASTER W F,,,,,,,,,,2,,2
,,GR DES 90,2357,LANCASTER W F,,,,,,,,,,3,,3
,INTARC,INTARC 28,2443,HUNT M O,9,3,4,,,,,,,,5,21
,,INTARC 29,2444,CORDOVA S A,11,3,3,,,4,,,,,4,25
,,INTARC 30,2445,HAO J Y,10,10,6,,,2,,,,,4,32
,,INTARC 31,2446,HAO J Y,2,5,2,2,,5,,,,,3,19
,,INTARC 32,4264,OSAKA V,20,2,,,,1,,,,,1,24
,,INTARC 33,4265,HAFT M M,7,4,2,1,,6,,,,,4,24
,,INTARC 34,2447,FRAULINO C,20,6,2,,,,,,,,1,29
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 27 of 86
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Design Tech.,INTARC,INTARC 35,,2448,JACOBS R E,3,8,1,2,6,,,,,2,22,
,,INTARC 36,,3263,DAVIS A A,10,7,3,,1,,,,,1,22,
,,INTARC 38,,4266,CORDOVA S A,9,9,,,1,,1,,1,3,24,
,,INTARC 40,,2449,HAO J Y,3,4,3,2,2,,,,,5,19,
,,INTARC 41,,2450,NOONAN I,5,7,5,1,1,,,1,,8,28,
,,INTARC 42,,2451,NOONAN I,6,8,3,2,2,,,,,5,26,
,,INTARC 47,,2452,HAO J Y,4,2,1,1,2,,,,,3,13,
,,INTARC 57,,4268,TOOKE J L,8,4,1,,1,,,,,2,16,
,,INTARC 62,,2453,ADAIR J S,5,4,2,,2,,,,,4,17,
,,INTARC 90,,2454,HAO J Y,,,,,,,,,1,,1,
,,INTARC 90,,2455,HAO J Y,,,,,,,,,1,,1,
,,INTARC 90,,2456,HAO J Y,,,,,,,,,2,,2,
Disabl Stu Ct,COUNS,COUNS,1,1579,ADAMS J,7,3,4,1,,,,,,4,19,
,,COUNS,1,1580,ZUCKER S S,4,,,2,,,,,,7,13,
,,COUNS,1,1581,ADAMS J,2,2,1,1,2,,,,,11,19,
,,COUNS,2,1640,CUTLER E J,,,,,,5,,,9,3,17,
,,COUNS,2,1641,CUTLER E J,,,,,,2,,,2,2,6,
,,COUNS,2,1642,CUTLER E J,,,,,,,,,1,,1,
,,COUNS,2,1643,CUTLER E J,,,,,,,,,,3,3,
,,COUNS,4,1644,ADAMS J,4,4,2,,,,,,,,10,
,,COUNS,5,1647,JOHNSON A H,,,,,,,,,14,1,15,
,,COUNS,5,1648,JOHNSON A H,,,,,,,,,14,,14,
,,COUNS,5,1649,AXELROD L,,,,,,,,,12,,12,
,,COUNS,5,1650,AXELROD L,,,,,,,,,6,2,8,
,,COUNS,5,1651,TERUYA S,,,,,,,,8,4,,12,
,,COUNS,5,1652,MARCOPULOS G E,,,,,,,,1,4,2,7,
,,,,1653,MARCOPULOS G E,,,,,,,,,10,,10,
,,,,1654,LAU T Y,,,,,,,,,2,2,4,
,,,,1655,LAU T Y,,,,,,,,,1,,1,
,,,,1656,LAU T Y,,,,,,,,,4,,4,
,,,,1657,LAU T Y,,,,,,,,,5,,5,
,,COUNS,5,1658,JOHNSON A H,,,,,,,,,5,3,8,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 28 of 86,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Earth Scienc,ANTHRO,ANTHRO,1088,DENMAN J F,8,8,12,3,,2,,,,,3,36
,,,1089,DENMAN J F,10,9,19,2,,1,,1,,,6,48
,,,1090,RASHIDI J S,5,5,10,4,,8,,,,,11,43
,,,1091,DENMAN J F,10,7,10,2,,,,4,,,3,36
,,,1092,LEWIS B S,3,11,10,5,,10,,,,1,9,49
,,,1093,HARADON C M,14,7,3,,,1,,,,1,1,27
,,,3271,LEWIS B S,2,10,5,8,,3,,,1,,10,39
,,,4017,KLINE M A,4,14,7,5,,3,,,,,3,36
,,ANTHRO,1094,GREBLER G,29,7,5,1,,,,,,,2,44
,,,1095,MINZENBERG E G,17,9,1,,,,,,,,1,28
,,,1096,ZANE W W,7,11,13,1,,1,,,,,2,35
,,,1097,KOHPAHL G,9,9,9,4,,1,,,,,3,35
,,,1098,MINZENBERG E G,10,16,4,1,,5,,,,1,4,41
,,,1099,MINZENBERG E G,15,16,2,2,,4,,,,,3,42
,,,4018,GREBLER G,19,13,2,1,,1,,,,,1,37
,,ANTHRO,1100,LEWIS B S,5,9,6,4,,5,,,,,14,43
,,,1101,LEWIS B S,8,10,10,3,,3,,1,,,10,45
,,,4019,LEWIS B S,9,4,10,5,,7,,,,,6,41
,,ANTHRO,1102,LEWIS B S,2,5,5,3,,6,,5,,,7,33
,,ANTHRO,1103,AUSTIN J K,4,5,7,1,,5,,,,1,3,26
,,,1104,AUSTIN J K,2,6,9,7,,2,,,,1,3,30
,,,1105,RASHIDI J S,3,6,9,2,,7,,,,,1,28
,,,4020,HARADON C M,7,7,6,1,,1,,,,1,3,26
,,ANTHRO,1106,RAY S,18,1,1,,,9,,,,,6,35
,,ANTHRO 1,1108,ZANE W W,9,6,8,6,,6,,,,,7,42
,,,1109,MINZENBERG E G,19,14,5,2,,3,,,,,4,47
,,ANTHRO 1,1110,GREBLER G,12,9,,1,,1,,,,,8,31
,,ANTHRO 2,1111,MINZENBERG E G,6,17,6,3,,5,,,,,4,41
,,ANTHRO 2,1112,ZANE W W,7,19,7,5,,6,,,,,4,48
,ASTRON,ASTRON,1179,BALM S P,9,16,14,5,,3,,,,,7,54
,,,1180,FOUTS G A,5,6,3,6,,7,,,,,14,41
,,,1181,BALM S P,4,16,18,1,,3,,,,1,6,49
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 29 of 86
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Earth Scienc,ASTRON,ASTRON,4041,SCHWARTZ M J,5,20,17,3,,4,,,,1,2,52
,,ASTRON,1182,BALM S P,9,16,14,3,,4,,,,,5,51
,,,1183,SCHWARTZ M J,7,20,14,2,,4,,,,,2,49
,,,4042,SCHWARTZ M J,4,18,12,,,4,,,,,7,45
,,ASTRON,1184,FOUTS G A,6,1,7,5,,3,,,,,10,32
,,,1185,FOUTS G A,3,9,5,4,,4,,,,1,6,32
,,ASTRON,1186,FOUTS G A,5,9,3,6,,3,,,,,4,30
,,,4043,SCHWARTZ M J,9,11,5,,,1,,,,,1,27
,,ASTRON,4044,SCHWARTZ M J,13,16,8,,,2,,,,1,5,45
,,,4045,SCHWARTZ M J,16,10,4,2,,4,,1,,,8,45
,,,4046,BALM S P,5,17,11,2,,2,,1,,3,4,45
,CIS,CIS,23,4087,WANG JI,,,,,,,,,,1,1
,ENERGY,ENERGY,1,1804,COOLEY S,11,6,2,,5,,,,,1,25
,,ENERGY,2,1805,COOLEY S,13,10,4,2,1,,,,1,13,44
,ENVRN,ENVRN,7,4196,SELBY W A,12,10,5,1,1,,,,,4,33
,ERTHSC,ERTHSC 8,2152,DRAKE V G,3,,,,,,,,,,,3
,,ERTHSC 9,3366,FOUTS G A,1,,,,,,,,,,,1
,GEOG,GEOG,1,2307,YOUNG B C,6,13,5,4,2,,,,1,8,39
,,,2308,YOUNG B C,1,7,11,3,,4,,,1,2,7,36
,,,4234,DRAYSE M H,3,9,7,3,,9,,,,,16,47
,,GEOG,2,2309,MORRIS P S,6,8,12,2,3,,,,,11,42
,,,2310,MORRIS P S,5,11,11,6,,3,,,,2,3,41
,,GEOG,3,2311,SELBY W A,8,4,8,4,4,,,1,,8,37
,,,2312,KRANZ J,4,9,6,2,,4,,,,2,12,39
,,GEOG,5,2313,SELBY W A,8,9,,,1,,,,2,3,23
,,,2314,HACKELING J,9,8,2,,,2,,,1,3,9,34
,,,2315,DRAKE V G,11,5,10,1,,1,,,2,2,3,35
,,,4235,PATRICH J G,28,8,2,1,,,,,,,1,40
,,GEOG,7,4236,SELBY W A,3,5,4,,,,,,,3,15
,,GEOG,8,2316,MORRIS P S,2,9,1,2,1,,,,,6,21
,,GEOG,11,2317,MORRIS P S,3,4,5,,,,,,,,12
,,,2318,ABATE A,2,4,5,2,,2,,,,,7,22
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 30 of 86
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Earth Scienc,GEOG,GEOG,14,2319,SELBY W A,9,10,11,5,3,,1,,,8,47,
,,,,2320,DRAKE V G,5,4,8,2,15,,,,,7,41,
,,GEOG,20,2321,DRAKE V G,4,1,,,,,,,,7,12,
,,GEOG,23,4237,WANG JI,,1,,,,,,,,2,3,
,,GEOG,35,2322,SELBY W A,16,2,1,,,,,,,7,26,
,GEOL,GEOL,1,2323,ROBINSON R C,8,9,23,,2,,,1,1,4,48,
,,,,2324,THOMPSON C K,11,13,5,3,2,,,,1,5,40,
,,,,2325,THOMPSON C K,11,11,3,6,2,,,,1,10,44,
,,GEOL,4,2326,THOMPSON C K,11,19,7,3,,,,,2,,42,
,,GEOL,5,4238,GRIPPO A,3,7,5,2,1,,,,,8,26,
,,GEOL,31,2327,THOMPSON C K,12,8,10,2,4,,,,,8,44,
,,,,4239,KREMENETSKI K V,8,10,6,4,,,,,,4,32,
,GIS,GIS,20,2332,DRAKE V G,4,1,,,,,,,,3,8,
,,GIS,23,4241,WANG JI,1,,,,2,,1,,,4,8,
,GLOBAL,GLOBAL 1,,2335,MORRIS P S,4,3,6,,,,,,1,1,15,
,,,,2336,ABATE A,1,4,2,,1,,,,,2,10,
,PV,PV,1,4446,COOLEY S,11,4,2,,4,,,,,4,25,
,,PV,2,4448,COOLEY S,7,6,3,,,,,,,12,28,
,RRM,RRM,1,3160,BERTONE G M,14,3,3,,6,,,,,9,35,
,,,,3161,ALDRIDGE J L,18,2,1,,7,,,,,7,35,
,,RRM,2,4453,SOMMER S L,12,8,2,,4,,,,,10,36,
,,,,4454,RASMUSSEN J E,21,3,4,,3,,,,,14,45,
,,RRM,3,3162,HULS J M,9,8,5,,2,,,1,,2,27,
,,,,3163,HULS J M,11,9,7,,4,,,,,2,33,
,,RRM,4,4455,CHARLES V H,13,3,4,1,4,,,,,1,26,
,,,,4456,RASMUSSEN J E,23,4,,,2,,,,1,1,31,
,URBAN,URBAN,8,3243,MORRIS P S,2,9,8,1,1,,1,,1,8,31,
Education/E,ECE,ECE,2,1747,DOPHNA G R,15,12,2,,2,,,,,4,35,
,,,,1748,BACKLAR N P,9,7,4,,2,,,,,5,27,
,,,,1749,BACKLAR N P,6,,3,,2,,,,,19,30,
,,,,1750,MANSON L J,20,4,4,,1,,,,,2,31,
,,,,1751,POURROY D M,16,3,1,,,,,,,3,23,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 31 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Education/E,ECE,ECE,2,3285,LERNER N F,11,2,2,,,,,,,1,16,
,,,,4133,KARAOLIS O,12,7,3,,4,,,,,6,32,
,,ECE,4,1752,DOPHNA G R,24,8,4,,5,,,,,1,42,
,,ECE,5,1753,DOPHNA G R,22,2,5,1,2,,,,,4,36,
,,ECE,8,1754,LIVINGSTON S A,20,4,5,1,5,,,,,2,37,
,,ECE,11,1755,TAMBE J,15,12,7,,,,,,,1,35,
,,,,1756,TANNATT M G M,11,8,7,1,,,,,,4,31,
,,,,1757,MANSON L J,27,10,3,1,1,,,,,3,45,
,,,,1758,TANNATT M G M,11,11,1,,1,,,,,4,28,
,,,,4134,TAMBE J,23,10,2,,2,,,,,1,38,
,,ECE,17,1759,MANSON L J,29,7,2,,1,,,,,4,43,
,,,,4135,LIVINGSTON S A,17,6,3,,5,,,,,2,33,
,,ECE,18,1760,GOODFELLOW C A,1,8,4,2,2,,,,,2,19,
,,ECE,19,1761,POURROY D M,17,6,4,,,,,,,6,33,
,,,,4136,DRUKER S L,5,6,7,2,4,,,,,6,30,
,,ECE,21,1762,DOPHNA G R,11,4,,,3,,,,,1,19,
,,,,4137,LIVINGSTON S A,18,5,3,,,,,,,6,32,
,,ECE,22,4138,MCGRATH M T,19,7,,,,,2,,,3,31,
,,ECE,41,1763,GUNN A C,17,12,1,,3,,,,,5,38,
,,ECE,43,1764,MANSON L J,29,6,1,1,2,,,,,1,40,
,,ECE,45,1765,PARISE W A,9,6,4,2,2,,,,,10,33,
,,,,4139,JOACHIM S L,8,15,4,1,3,,,,,6,37,
,,ECE,46,4140,MCGRATH M T,21,13,1,,,,,,,1,36,
,,ECE,48,1766,KHOKHA E W,20,2,1,,,,,,,2,25,
,,ECE,49,4141,PARISE W A,14,6,1,,2,,,,,6,29,
,,ECE,64,1767,MANSON L J,16,6,3,,,,,,,7,32,
,,,,1768,POURROY D M,15,2,1,,,,1,,,9,28,
,,,,1769,GUNN A C,14,7,5,1,,,,,,1,28,
,,,,4142,ANDREWS T D,13,3,4,3,4,,,,,3,30,
,EDUC,EDUC,1,1803,TALLEDA M L,7,5,4,1,3,,,,,5,25,
,,,,4147,PEREZ L,5,3,2,,4,,,,,10,24,
English,ENGL,ENGL,1,1806,BRIGSTOCKE J W,8,13,2,,2,,,,,10,35,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 32 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1807,ZEHR D M,10,10,1,1,,,,,,2,24,
,,,,1808,BURAK C D,9,9,1,,,,,,,5,24,
,,,,1809,DRISCOLL L V,9,10,2,4,1,,,,,9,35,
,,,,1810,LEGRANDE E,21,8,1,,,,,,,,30,
,,,,1811,GILDNER B J,1,11,5,2,,,,,,6,25,
,,,,1812,MOTOIKE K J,7,7,2,1,6,,,,,5,28,
,,,,1813,BLACKWELL N,13,9,7,2,,,,,,4,35,
,,,,1814,SOLOTAR M,,3,2,3,2,,,,,17,27,
,,,,1815,GARNICA A M,5,7,4,,4,,,,,3,23,
,,,,1816,HERBERT S,1,11,15,5,6,,,,,1,39,
,,,,1817,MENTON K T,,7,12,1,4,,,,,12,36,
,,,,1818,DURAN A,3,3,5,1,5,,,,,7,24,
,,,,1819,WATTS J W,13,15,2,3,,,,,,2,35,
,,,,1820,PAIK-SCHOENBERG J,6,6,9,7,5,,,,,5,38,
,,,,1821,IRELAND S P,16,14,,2,,,,,,1,33,
,,,,1822,YOUNG W H,2,9,2,3,4,,,,,4,24,
,,,,1823,SOLOTAR M,1,,1,1,1,,,,,16,20,
,,,,1824,MEIR N K,7,7,6,,1,,,,,4,25,
,,,,1825,STIRLING M S,3,3,2,2,4,,,,,8,22,
,,,,1826,WINKLER K D,10,10,,,,,,,,3,23,
,,,,1827,GOODE S S,6,10,3,,,,,,,5,24,
,,,,1828,JU S,5,8,4,2,2,,,,,3,24,
,,,,1829,DESAI D H,3,11,6,1,,,,,,2,23,
,,,,1830,BONAR H S,9,12,2,1,2,,,,,,26,
,,,,1831,HANSEN N C,8,4,4,,6,,,,,2,24,
,,,,1832,MOTOIKE K J,4,3,6,1,2,,1,,,5,22,
,,,,1833,HANSEN N C,5,6,1,1,7,,,,,5,25,
,,,,1834,DONALDSON C R,1,12,5,,3,,,,,8,29,
,,,,1835,SOSNER J A,7,11,,1,2,,1,,,3,25,
,,,,1836,KARRON R,5,10,7,,2,,,,,4,28,
,,,,1837,NORSTRAND J J,3,8,6,3,,,,,,7,27,
,,,,1838,BONAR H S,5,4,4,,7,,,,,6,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 33 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1839,MINAMI A M,4,6,2,2,4,,,,,6,24,
,,,,1840,OVERALL S J,4,12,8,4,1,,,,,2,31,
,,,,1841,PADILLA M R,3,12,3,2,3,,,,,4,27,
,,,,1842,HERTZ U L,5,9,5,4,2,,,,,2,27,
,,,,1843,MENTON K T,2,4,11,2,3,,,,,5,27,
,,,,1844,DRISCOLL L V,21,1,,7,,,,,,1,30,
,,,,1845,GILDNER B J,4,5,4,4,,,,,,5,22,
,,,,1846,MEIR N K,5,8,2,,1,,,,,6,22,
,,,,1847,ESPINOSA A A,3,10,8,1,1,,,,,2,25,
,,,,1848,BLACKWELL N,12,5,5,1,2,,,,,10,35,
,,,,1849,WINKLER K D,17,5,3,,,,,,,3,28,
,,,,1850,FONSECA M L,4,4,14,2,3,,,,,,27,
,,,,1851,ARMS E D,14,10,1,,1,,,,,1,27,
,,,,1852,MENTON K T,3,5,11,1,3,,,,,3,26,
,,,,1853,STEIN J A,6,9,2,2,1,,,,,4,24,
,,,,1854,YOUNG W H,5,7,1,2,,,,,,7,22,
,,,,1855,MATTESSICH S N,7,11,9,,6,,,,,2,35,
,,,,1856,HERBERT S,5,17,2,2,2,,,,,5,33,
,,,,1857,STIRLING M S,1,2,2,4,3,,,,,11,23,
,,,,1858,KARRON R,2,9,5,2,,,,,,6,24,
,,,,1859,PAIK-SCHOENBERG J,3,8,8,3,,,,,,13,35,
,,,,1860,VISHWANADHA H,1,2,10,1,6,,,,,12,32,
,,,,1861,FREDRICK J A,6,8,7,3,1,,,,,5,30,
,,,,1862,ZEHR D M,7,9,5,9,3,,,,,3,36,
,,,,1863,JU S,2,6,9,2,1,,,,,2,22,
